브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,2546000,2300130,2090996,1332532,635256,697276
I,1.0,백화점,Acc_etc,머플러(스카프),MF,697000,602800,547998,345238,136779,208459
I,1.0,백화점,Acc_etc,양말,SO,7633200,7275310,6613756,4223728,1807412,2416316
I,1.0,백화점,Acc_etc,장갑,GL,1269000,1200090,1090998,691448,320352,371096
I,1.0,백화점,Bag,가방,BG,1683000,1584820,1440726,915667,423768,491899
I,1.0,백화점,Bag,백팩,BK,559980000,467699770,425181987,271012774,127159522,143853252
I,1.0,백화점,Bag,보조가방,UB,8183000,7337970,6670895,4244314,2030599,2213715
I,1.0,백화점,Bag,슬링백,SG,1264000,1177100,1070089,678106,277264,400842
I,1.0,백화점,Bag,크로스백,CR,1123565000,1104143970,1003767278,634952388,285376685,349575703
I,1.0,백화점,Bag,힙색,HS,413000,377600,343270,220175,81146,139029
I,1.0,백화점,Headwear,방한모,WM,5590000,5088490,4625898,2956738,1093521,1863217
I,1.0,백화점,Headwear,비니,BN,14173000,13271730,12065160,7674400,2640677,5033723
I,1.0,백화점,Headwear,와이어캡,WR,1176000,1073590,975982,622428,225538,396890
I,1.0,백화점,Headwear,운동모,CP,120985000,114246420,103860093,66404322,25569717,40834605
I,1.0,백화점,Headwear,햇,HT,2093000,1873030,1702777,1086998,410818,676180
I,1.0,백화점,Shoes,런닝화,RN,174547000,147354630,133958736,85549123,43129711,42419412
I,1.0,백화점,Shoes,방한화,WB,8183000,6951150,6319214,3979008,2020106,1958902
I,1.0,백화점,Shoes,스니커즈,SX,30318000,27407240,24915686,15882423,6673744,9208679
I,1.0,백화점,Shoes,신발,SH,132894000,125009590,113645163,72684805,30483233,42201572
I,1.0,백화점,과시즌의류,맨투맨,MT,48793000,24396380,22178486,14932407,12553630,2378777
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,129591000,64795060,58904536,41017474,34906416,6111058
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,1287000,1220880,1109908,702782,302765,400017
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,69000,62100,56454,35566,17549,18017
I,1.0,백화점,과시즌의류,베이비,BV,4248000,4109780,3736154,2375006,1280593,1094413
I,1.0,백화점,과시즌의류,점퍼,JP,11456000,5727980,5207234,3677622,3233696,443926
I,1.0,백화점,당시즌의류,다운베스트,DV,6343000,5781900,5256270,3349008,1735962,1613046
I,1.0,백화점,당시즌의류,다운점퍼,DJ,120238000,107100550,97364109,62113865,30595660,31518205
I,1.0,백화점,당시즌의류,레깅스,LG,158000,142200,129272,82878,44992,37886
I,1.0,백화점,당시즌의류,맨투맨,MT,21644000,19162990,17420858,11060359,5955405,5104954
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,35103000,31826600,28933271,18432840,9592486,8840354
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,480000,408600,371455,234015,128750,105265
I,1.0,백화점,당시즌의류,방풍자켓,WJ,139000,125100,113727,71648,35811,35837
I,1.0,백화점,당시즌의류,스커트,SK,89000,80100,72818,45875,24915,20960
I,1.0,백화점,당시즌의류,우븐팬츠,WP,9604000,8314510,7558620,4795056,2508224,2286832
I,1.0,백화점,당시즌의류,점퍼,JP,2584000,2305150,2095591,1326482,656505,669977
I,1.0,백화점,당시즌의류,진바지,DP,5016000,4434430,4031300,2562492,1227780,1334712
