브랜드,유통채널,채널명,아이템_중분류,아이템소분류,아이템코드,판매금액(TAG가),실판매액
I,11,직영몰,Acc_etc,기타,ET,603000,603000
I,11,직영몰,Acc_etc,머플러(스카프),MF,177000,177000
I,11,직영몰,Acc_etc,양말,SO,939200,937220
I,11,직영몰,Acc_etc,장갑,GL,2420000,2427900
I,11,직영몰,Bag,가방,BG,330000,330000
I,11,직영몰,Bag,백팩,BK,46353000,45943650
I,11,직영몰,Bag,보조가방,UB,576000,576000
I,11,직영몰,Bag,슬링백,SG,395000,375670
I,11,직영몰,Bag,크로스백,CR,6101000,6045150
I,11,직영몰,Bag,힙색,HS,0,0
I,11,직영몰,Headwear,방한모,WM,14191000,14063530
I,11,직영몰,Headwear,비니,BN,16515000,16339680
I,11,직영몰,Headwear,와이어캡,WR,588000,588000
I,11,직영몰,Headwear,운동모,CP,14312000,14246150
I,11,직영몰,Headwear,햇,HT,53000,53000
I,11,직영몰,Shoes,런닝화,RN,7414000,7258630
I,11,직영몰,Shoes,방한화,WB,27642000,27417130
I,11,직영몰,Shoes,스니커즈,SX,7034000,7001820
I,11,직영몰,Shoes,신발,SH,11304000,11202220
I,11,직영몰,과시즌의류,맨투맨,MT,0,0
I,11,직영몰,과시즌의류,팬츠,PT,0,0
I,11,직영몰,당시즌의류,니트가디건,KC,845000,789320
I,11,직영몰,당시즌의류,니트풀오버,KP,1112000,1098760
I,11,직영몰,당시즌의류,다운베스트,DV,1768000,1731100
I,11,직영몰,당시즌의류,다운점퍼,DJ,77524000,75619470
I,11,직영몰,당시즌의류,레깅스,LG,897000,883360
I,11,직영몰,당시즌의류,맨투맨,MT,12269000,12071750
I,11,직영몰,당시즌의류,맨투맨셋트,S2,20787000,20406120
I,11,직영몰,당시즌의류,반팔카라티셔츠,TS,412000,412000
I,11,직영몰,당시즌의류,반팔티 & 스웨트팬츠,S1,1431000,1431000
I,11,직영몰,당시즌의류,방풍자켓,WJ,318000,318000
I,11,직영몰,당시즌의류,스커트,SK,445000,417200
I,11,직영몰,당시즌의류,우븐팬츠,WP,5189000,5101420
I,11,직영몰,당시즌의류,점퍼,JP,717000,764800
I,11,직영몰,당시즌의류,진바지,DP,2417000,2405100
I,11,직영몰,당시즌의류,팬츠,PT,6723000,6562530
I,11,직영몰,당시즌의류,폴라폴리스점퍼,FD,815000,798100
I,11,직영몰,당시즌의류,후드티,HD,4066000,3936540
I,11,직영몰,차시즌의류,맨투맨,MT,1701000,1653720
I,11,직영몰,차시즌의류,맨투맨셋트,S2,5356000,5309190
I,11,직영몰,차시즌의류,반팔티 & 스웨트팬츠,S1,526000,526000
I,11,직영몰,차시즌의류,스커트,SK,69000,69000
I,11,직영몰,차시즌의류,점퍼,JP,2388000,2337750
I,11,직영몰,차시즌의류,팬츠,PT,1339000,1274310
I,11,직영몰,차시즌의류,후드티,HD,178000,178000
I,2,면세점,Acc_etc,머플러(스카프),MF,9735000,9735040
I,2,면세점,Acc_etc,양말,SO,1666100,1666100
I,2,면세점,Acc_etc,장갑,GL,184000,184000
I,2,면세점,Bag,백팩,BK,45899000,45898930
I,2,면세점,Bag,보조가방,UB,294000,294000
I,2,면세점,Bag,슬링백,SG,553000,553000
I,2,면세점,Bag,크로스백,CR,366710000,366709680
I,2,면세점,Headwear,방한모,WM,25982000,25982000
I,2,면세점,Headwear,비니,BN,96074000,96056240
I,2,면세점,Headwear,운동모,CP,58290000,58280080
I,2,면세점,Shoes,런닝화,RN,32747000,32747000
I,2,면세점,Shoes,방한화,WB,24521000,24521000
I,2,면세점,Shoes,스니커즈,SX,29264000,29264000
I,2,면세점,Shoes,신발,SH,16510000,16510000
I,2,면세점,당시즌의류,다운베스트,DV,11149000,11149000
I,2,면세점,당시즌의류,다운점퍼,DJ,352128000,352127990
I,2,면세점,당시즌의류,맨투맨,MT,32572000,32572000
I,2,면세점,당시즌의류,맨투맨셋트,S2,19686000,19686000
I,2,면세점,당시즌의류,스커트,SK,287000,287000
I,2,면세점,당시즌의류,우븐팬츠,WP,5791000,5791000
I,2,면세점,당시즌의류,점퍼,JP,717000,717000
I,2,면세점,당시즌의류,진바지,DP,773000,773000
I,2,면세점,당시즌의류,팬츠,PT,12056000,12056000
I,2,면세점,당시즌의류,폴라폴리스점퍼,FD,5991000,5991000
I,2,면세점,당시즌의류,후드티,HD,4866000,4866000
I,2,면세점,차시즌의류,맨투맨,MT,4941000,4941020
I,2,면세점,차시즌의류,맨투맨셋트,S2,1417000,1417000
I,2,면세점,차시즌의류,반팔티 & 스웨트팬츠,S1,4773000,4773000
I,3,직영점(가두),Acc_etc,PET,PE,2191000,2141400
I,3,직영점(가두),Acc_etc,기타,ET,468000,468000
I,3,직영점(가두),Acc_etc,머플러(스카프),MF,236000,236000
I,3,직영점(가두),Acc_etc,양말,SO,276800,276800
I,3,직영점(가두),Acc_etc,장갑,GL,1382000,1382000
I,3,직영점(가두),Bag,가방,BG,495000,495000
I,3,직영점(가두),Bag,백팩,BK,14404000,14368340
I,3,직영점(가두),Bag,보조가방,UB,323000,320640
I,3,직영점(가두),Bag,슬링백,SG,632000,632000
I,3,직영점(가두),Bag,크로스백,CR,5152000,5124780
I,3,직영점(가두),Headwear,방한모,WM,7064000,7054000
I,3,직영점(가두),Headwear,비니,BN,9585000,9513750
I,3,직영점(가두),Headwear,와이어캡,WR,196000,196000
I,3,직영점(가두),Headwear,운동모,CP,9544000,9439180
I,3,직영점(가두),Headwear,햇,HT,271000,271000
I,3,직영점(가두),Shoes,런닝화,RN,4355000,4355000
I,3,직영점(가두),Shoes,방한화,WB,9015000,9002940
I,3,직영점(가두),Shoes,스니커즈,SX,5119000,5093730
I,3,직영점(가두),Shoes,신발,SH,8856000,8835490
I,3,직영점(가두),당시즌의류,니트가디건,KC,676000,676000
I,3,직영점(가두),당시즌의류,니트풀오버,KP,139000,139000
I,3,직영점(가두),당시즌의류,다운베스트,DV,1857000,1854860
I,3,직영점(가두),당시즌의류,다운점퍼,DJ,48891000,48815840
I,3,직영점(가두),당시즌의류,레깅스,LG,897000,897000
I,3,직영점(가두),당시즌의류,맨투맨,MT,8779000,8764980
I,3,직영점(가두),당시즌의류,맨투맨셋트,S2,13740000,13709500
I,3,직영점(가두),당시즌의류,반팔카라티셔츠,TS,441000,441000
I,3,직영점(가두),당시즌의류,반팔티 & 스웨트팬츠,S1,2226000,2226000
I,3,직영점(가두),당시즌의류,방풍자켓,WJ,159000,159000
I,3,직영점(가두),당시즌의류,스커트,SK,396000,396000
I,3,직영점(가두),당시즌의류,우븐팬츠,WP,1682000,1680220
I,3,직영점(가두),당시즌의류,점퍼,JP,478000,478000
I,3,직영점(가두),당시즌의류,진바지,DP,614000,614000
I,3,직영점(가두),당시즌의류,팬츠,PT,3178000,3175480
I,3,직영점(가두),당시즌의류,폴라폴리스점퍼,FD,2544000,2544000
I,3,직영점(가두),당시즌의류,후드티,HD,1345000,1333220
I,3,직영점(가두),차시즌의류,맨투맨,MT,932000,928190
I,3,직영점(가두),차시즌의류,맨투맨셋트,S2,2082000,2082000
I,3,직영점(가두),차시즌의류,반팔티 & 스웨트팬츠,S1,923000,923000
I,3,직영점(가두),차시즌의류,스커트,SK,138000,138000
I,3,직영점(가두),차시즌의류,점퍼,JP,1592000,1592000
I,3,직영점(가두),차시즌의류,팬츠,PT,531000,526410
I,3,직영점(가두),차시즌의류,후드티,HD,267000,267000
I,4,자사몰,Acc_etc,PET,PE,947000,870210
I,4,자사몰,Acc_etc,기타,ET,1800000,1592770
I,4,자사몰,Acc_etc,머플러(스카프),MF,236000,211400
I,4,자사몰,Acc_etc,양말,SO,1422500,1151840
I,4,자사몰,Acc_etc,장갑,GL,1655000,1450800
I,4,자사몰,Bag,가방,BG,528000,406840
I,4,자사몰,Bag,백팩,BK,43497000,39095252
I,4,자사몰,Bag,보조가방,UB,459000,356360
I,4,자사몰,Bag,슬링백,SG,316000,218080
I,4,자사몰,Bag,크로스백,CR,2760000,2406470
I,4,자사몰,Bag,힙색,HS,59000,40050
I,4,자사몰,Headwear,방한모,WM,13028000,11355030
I,4,자사몰,Headwear,비니,BN,13087000,10954510
I,4,자사몰,Headwear,와이어캡,WR,49000,39000
I,4,자사몰,Headwear,운동모,CP,5498000,4393290
I,4,자사몰,Shoes,런닝화,RN,6158000,5444740
I,4,자사몰,Shoes,방한화,WB,39880000,35207270
I,4,자사몰,Shoes,스니커즈,SX,3476000,3005690
I,4,자사몰,Shoes,신발,SH,6532000,5779016
I,4,자사몰,과시즌의류,반팔카라티셔츠,TS,-145000,-124610
I,4,자사몰,과시즌의류,반팔티 & 스웨트팬츠,S1,-99000,-84990
I,4,자사몰,과시즌의류,점퍼,JP,-159000,-149000
I,4,자사몰,당시즌의류,니트가디건,KC,666000,608670
I,4,자사몰,당시즌의류,니트풀오버,KP,139000,128040
I,4,자사몰,당시즌의류,다운베스트,DV,1122000,1031980
I,4,자사몰,당시즌의류,다운점퍼,DJ,63538000,57137740
I,4,자사몰,당시즌의류,레깅스,LG,848000,698300
I,4,자사몰,당시즌의류,맨투맨,MT,13376000,12090507
I,4,자사몰,당시즌의류,맨투맨셋트,S2,33615000,30082600
I,4,자사몰,당시즌의류,반팔카라티셔츠,TS,305000,305000
I,4,자사몰,당시즌의류,반팔티 & 스웨트팬츠,S1,5505000,5011580
I,4,자사몰,당시즌의류,방풍자켓,WJ,0,0
I,4,자사몰,당시즌의류,스커트,SK,178000,180751
I,4,자사몰,당시즌의류,우븐팬츠,WP,3435000,3044850
I,4,자사몰,당시즌의류,점퍼,JP,338000,302264
I,4,자사몰,당시즌의류,진바지,DP,594000,544260
I,4,자사몰,당시즌의류,팬츠,PT,7459000,6755130
I,4,자사몰,당시즌의류,폴라폴리스점퍼,FD,1511000,1387120
I,4,자사몰,당시즌의류,폴로 티셔츠,PQ,158000,143350
I,4,자사몰,당시즌의류,후드티,HD,3372000,3019660
I,4,자사몰,차시즌의류,맨투맨,MT,688000,562580
I,4,자사몰,차시즌의류,맨투맨셋트,S2,1150000,985670
I,4,자사몰,차시즌의류,반팔티 & 스웨트팬츠,S1,258000,234120
I,4,자사몰,차시즌의류,점퍼,JP,657000,592710
I,4,자사몰,차시즌의류,팬츠,PT,118000,94600
I,4,자사몰,차시즌의류,후드티,HD,267000,220220
I,5,제휴몰,Acc_etc,PET,PE,7917000,7916990
I,5,제휴몰,Acc_etc,기타,ET,3582000,3582000
I,5,제휴몰,Acc_etc,머플러(스카프),MF,354000,354000
I,5,제휴몰,Acc_etc,양말,SO,1924700,1924700
I,5,제휴몰,Acc_etc,장갑,GL,2136000,2136000
I,5,제휴몰,Bag,가방,BG,1848000,1848000
I,5,제휴몰,Bag,백팩,BK,38173000,38173000
I,5,제휴몰,Bag,보조가방,UB,156000,156000
I,5,제휴몰,Bag,슬링백,SG,237000,237000
I,5,제휴몰,Bag,크로스백,CR,3932000,3932000
I,5,제휴몰,Bag,힙색,HS,295000,295000
I,5,제휴몰,Headwear,방한모,WM,32061000,32060970
I,5,제휴몰,Headwear,비니,BN,38817000,38816990
I,5,제휴몰,Headwear,선캡,SC,78000,78000
I,5,제휴몰,Headwear,와이어캡,WR,53000,53000
I,5,제휴몰,Headwear,운동모,CP,8461000,8461000
I,5,제휴몰,Headwear,햇,HT,220000,244500
I,5,제휴몰,Shoes,런닝화,RN,7116000,7116000
I,5,제휴몰,Shoes,방한화,WB,135618000,135617940
I,5,제휴몰,Shoes,샌들,SD,0,0
I,5,제휴몰,Shoes,스니커즈,SX,15391000,15391000
I,5,제휴몰,Shoes,신발,SH,17557000,17556970
I,5,제휴몰,과시즌의류,니트가디건,KC,0,0
I,5,제휴몰,과시즌의류,다운점퍼,DJ,34633000,15638040
I,5,제휴몰,과시즌의류,맨투맨,MT,0,0
I,5,제휴몰,과시즌의류,맨투맨셋트,S2,258000,258000
I,5,제휴몰,과시즌의류,반바지,SP,0,0
I,5,제휴몰,과시즌의류,반팔카라티셔츠,TS,0,0
I,5,제휴몰,과시즌의류,반팔티 & 스웨트팬츠,S1,0,0
I,5,제휴몰,과시즌의류,방풍자켓,WJ,109000,109000
I,5,제휴몰,과시즌의류,스윔웨어,SW,0,0
I,5,제휴몰,과시즌의류,우븐반바지,SM,0,0
I,5,제휴몰,과시즌의류,우븐팬츠,WP,0,0
I,5,제휴몰,과시즌의류,원피스,OP,0,0
I,5,제휴몰,과시즌의류,점퍼,JP,876000,512730
I,5,제휴몰,과시즌의류,진바지,DP,99000,99000
I,5,제휴몰,과시즌의류,진자켓,DK,0,0
I,5,제휴몰,과시즌의류,트레이닝(상의),TR,0,0
I,5,제휴몰,과시즌의류,팬츠,PT,0,0
I,5,제휴몰,과시즌의류,폴라폴리스점퍼,FD,0,0
I,5,제휴몰,과시즌의류,후드티,HD,0,0
I,5,제휴몰,당시즌의류,니트가디건,KC,0,0
I,5,제휴몰,당시즌의류,니트풀오버,KP,0,0
I,5,제휴몰,당시즌의류,다운베스트,DV,1519000,1519000
I,5,제휴몰,당시즌의류,다운점퍼,DJ,303655000,303654960
I,5,제휴몰,당시즌의류,레깅스,LG,1863000,1863000
I,5,제휴몰,당시즌의류,맨투맨,MT,23552000,23551990
I,5,제휴몰,당시즌의류,맨투맨셋트,S2,60768000,60768030
I,5,제휴몰,당시즌의류,반팔카라티셔츠,TS,766000,766000
I,5,제휴몰,당시즌의류,반팔티 & 스웨트팬츠,S1,9857000,9857000
I,5,제휴몰,당시즌의류,방풍자켓,WJ,318000,318000
I,5,제휴몰,당시즌의류,스커트,SK,356000,356000
I,5,제휴몰,당시즌의류,우븐팬츠,WP,6442000,6442000
I,5,제휴몰,당시즌의류,원피스,OP,178000,178000
I,5,제휴몰,당시즌의류,점퍼,JP,836000,836000
I,5,제휴몰,당시즌의류,진바지,DP,2030000,2030000
I,5,제휴몰,당시즌의류,팬츠,PT,11154000,11153990
I,5,제휴몰,당시즌의류,폴라폴리스점퍼,FD,5096000,5096000
I,5,제휴몰,당시즌의류,폴로 티셔츠,PQ,79000,79000
I,5,제휴몰,당시즌의류,후드티,HD,5471000,5471000
I,5,제휴몰,차시즌의류,맨투맨,MT,599000,599000
I,5,제휴몰,차시즌의류,맨투맨셋트,S2,327000,327000
I,5,제휴몰,차시즌의류,반팔티 & 스웨트팬츠,S1,268000,268000
I,5,제휴몰,차시즌의류,점퍼,JP,219000,219000
I,5,제휴몰,차시즌의류,팬츠,PT,59000,59000
I,5,제휴몰,차시즌의류,후드티,HD,0,0
I,6,대리점,Acc_etc,PET,PE,406000,401700
I,6,대리점,Acc_etc,기타,ET,1080000,973910
I,6,대리점,Acc_etc,양말,SO,2514800,2465870
I,6,대리점,Acc_etc,장갑,GL,3090000,2925660
I,6,대리점,Bag,가방,BG,363000,335390
I,6,대리점,Bag,백팩,BK,79307000,77338120
I,6,대리점,Bag,보조가방,UB,899000,872480
I,6,대리점,Bag,슬링백,SG,3081000,2940880
I,6,대리점,Bag,크로스백,CR,29687000,28656180
I,6,대리점,Bag,힙색,HS,0,0
I,6,대리점,Headwear,방한모,WM,20353000,19890850
I,6,대리점,Headwear,비니,BN,31551000,30816780
I,6,대리점,Headwear,와이어캡,WR,196000,196000
I,6,대리점,Headwear,운동모,CP,20865000,20515190
I,6,대리점,Headwear,햇,HT,171000,140630
I,6,대리점,Shoes,런닝화,RN,22846000,22396870
I,6,대리점,Shoes,방한화,WB,69457000,67648480
I,6,대리점,Shoes,스니커즈,SX,19248000,18582810
I,6,대리점,Shoes,신발,SH,19863000,19416110
I,6,대리점,과시즌의류,맨투맨,MT,49000,49000
I,6,대리점,과시즌의류,반팔티 & 스웨트팬츠,S1,0,14900
I,6,대리점,당시즌의류,니트가디건,KC,676000,666030
I,6,대리점,당시즌의류,니트풀오버,KP,2780000,2665630
I,6,대리점,당시즌의류,다운베스트,DV,6680000,6451960
I,6,대리점,당시즌의류,다운점퍼,DJ,300829000,293064830
I,6,대리점,당시즌의류,레깅스,LG,2001000,1942260
I,6,대리점,당시즌의류,맨투맨,MT,33274000,32441210
I,6,대리점,당시즌의류,맨투맨셋트,S2,83632000,81585060
I,6,대리점,당시즌의류,반팔카라티셔츠,TS,88000,88000
I,6,대리점,당시즌의류,반팔티 & 스웨트팬츠,S1,8427000,8390860
I,6,대리점,당시즌의류,스커트,SK,683000,674100
I,6,대리점,당시즌의류,우븐팬츠,WP,11716000,11488240
I,6,대리점,당시즌의류,점퍼,JP,1693000,1377100
I,6,대리점,당시즌의류,진바지,DP,2507000,2428840
I,6,대리점,당시즌의류,팬츠,PT,12377000,12132440
I,6,대리점,당시즌의류,폴라폴리스점퍼,FD,5136000,5022680
I,6,대리점,당시즌의류,후드티,HD,11581000,11376690
I,6,대리점,차시즌의류,맨투맨,MT,1775000,1714100
I,6,대리점,차시즌의류,맨투맨셋트,S2,3924000,3850680
I,6,대리점,차시즌의류,반팔티 & 스웨트팬츠,S1,2620000,2549740
I,6,대리점,차시즌의류,점퍼,JP,657000,657000
I,6,대리점,차시즌의류,팬츠,PT,1534000,1481480
I,6,대리점,차시즌의류,후드티,HD,0,0
I,8,사입,Acc_etc,고글,GG,89000,22250
I,8,사입,Acc_etc,기타,ET,34000,8500
I,8,사입,Acc_etc,머플러(스카프),MF,552000,149800
I,8,사입,Acc_etc,장갑,GL,1282000,320500
I,8,사입,Bag,크로스백,CR,0,0
I,8,사입,Headwear,방한모,WM,114335000,28940600
I,8,사입,Headwear,비니,BN,8737000,2448420
I,8,사입,Headwear,운동모,CP,16428000,4282300
I,8,사입,Headwear,햇,HT,54539000,13634620
I,8,사입,Shoes,방한화,WB,55281000,15691330
I,8,사입,Shoes,스니커즈,SX,5445000,1361250
I,8,사입,Shoes,신발,SH,9597000,2812380
I,8,사입,Shoes,캔버스화,CV,12727000,3181710
I,8,사입,과시즌의류,니트가디건,KC,-199000,-49750
I,8,사입,과시즌의류,다운베스트,DV,-139000,-41700
I,8,사입,과시즌의류,다운점퍼,DJ,190901000,47663450
I,8,사입,과시즌의류,맨투맨,MT,31706000,8542570
I,8,사입,과시즌의류,맨투맨셋트,S2,37539000,9378240
I,8,사입,과시즌의류,보드바지,BP,16218000,4054460
I,8,사입,과시즌의류,스커트,SK,-99000,-24750
I,8,사입,과시즌의류,우븐팬츠,WP,-99000,-24750
I,8,사입,과시즌의류,점퍼,JP,0,0
I,8,사입,과시즌의류,팬츠,PT,16353000,4905800
I,99,기타,Acc_etc,PET,PE,166000,0
I,99,기타,Acc_etc,고글,GG,89000,0
I,99,기타,Acc_etc,기타,ET,0,0
I,99,기타,Acc_etc,머플러(스카프),MF,118000,59000
I,99,기타,Acc_etc,양말,SO,1268900,321970
I,99,기타,Acc_etc,장갑,GL,266000,29500
I,99,기타,Bag,가방,BG,0,0
I,99,기타,Bag,백팩,BK,15175000,719190
I,99,기타,Bag,버킷백,BM,89000,0
I,99,기타,Bag,보조가방,UB,1199000,24960
I,99,기타,Bag,슬링백,SG,217000,0
I,99,기타,Bag,크로스백,CR,2785000,268100
I,99,기타,Bag,힙색,HS,98000,0
I,99,기타,Headwear,방한모,WM,1233000,438110
I,99,기타,Headwear,비니,BN,2119000,856400
I,99,기타,Headwear,선캡,SC,332000,0
I,99,기타,Headwear,와이어캡,WR,1824000,0
I,99,기타,Headwear,운동모,CP,16377000,680110
I,99,기타,Headwear,햇,HT,6309000,259700
I,99,기타,Shoes,런닝화,RN,188000,94000
I,99,기타,Shoes,뮬,MU,1721000,0
I,99,기타,Shoes,방한화,WB,19638000,870800
I,99,기타,Shoes,샌들,SD,3889000,0
I,99,기타,Shoes,스니커즈,SX,10315000,32500
I,99,기타,Shoes,슬리퍼,LP,195000,0
I,99,기타,Shoes,신발,SH,15201000,111800
I,99,기타,Shoes,캔버스화,CV,13973000,14730
I,99,기타,과시즌의류,나시티&반바지,S6,790000,0
I,99,기타,과시즌의류,니트가디건,KC,15018000,0
I,99,기타,과시즌의류,니트풀오버,KP,139000,0
I,99,기타,과시즌의류,다운베스트,DV,794000,0
I,99,기타,과시즌의류,다운점퍼,DJ,49847000,130300
I,99,기타,과시즌의류,레깅스,LG,2069000,0
I,99,기타,과시즌의류,맨투맨,MT,7405000,34600
I,99,기타,과시즌의류,맨투맨셋트,S2,14470000,0
I,99,기타,과시즌의류,반바지,SP,2257000,0
I,99,기타,과시즌의류,반팔카라티셔츠,TS,16226000,0
I,99,기타,과시즌의류,반팔티 & 스웨트팬츠,S1,12786000,53500
I,99,기타,과시즌의류,방풍자켓,WJ,1171000,34500
I,99,기타,과시즌의류,보드바지,BP,318000,0
I,99,기타,과시즌의류,스윔웨어,SW,15284000,15490
I,99,기타,과시즌의류,스커트,SK,1115000,0
I,99,기타,과시즌의류,우븐반바지,SM,2209000,0
I,99,기타,과시즌의류,우븐셔츠,WS,436000,0
I,99,기타,과시즌의류,우븐팬츠,WP,257000,0
I,99,기타,과시즌의류,원피스,OP,1398000,0
I,99,기타,과시즌의류,점퍼,JP,9049000,176830
I,99,기타,과시즌의류,진바지,DP,525000,0
I,99,기타,과시즌의류,진자켓,DK,0,0
I,99,기타,과시즌의류,탱크탑,TK,33000,0
I,99,기타,과시즌의류,트레이닝 세트,S5,179000,0
I,99,기타,과시즌의류,트레이닝(하의),TP,89000,0
I,99,기타,과시즌의류,팬츠,PT,3920000,14680
I,99,기타,과시즌의류,폴라폴리스점퍼,FD,935000,0
I,99,기타,과시즌의류,폴로 티셔츠,PQ,2070000,0
I,99,기타,과시즌의류,후드티,HD,999000,0
I,99,기타,당시즌의류,니트가디건,KC,169000,84500
I,99,기타,당시즌의류,다운베스트,DV,635000,317500
I,99,기타,당시즌의류,다운점퍼,DJ,4571000,2230020
I,99,기타,당시즌의류,레깅스,LG,69000,34500
I,99,기타,당시즌의류,맨투맨,MT,750000,305260
I,99,기타,당시즌의류,맨투맨셋트,S2,1827000,940720
I,99,기타,당시즌의류,반팔카라티셔츠,TS,49000,12390
I,99,기타,당시즌의류,방풍자켓,WJ,119000,27000
I,99,기타,당시즌의류,스커트,SK,89000,25450
I,99,기타,당시즌의류,우븐팬츠,WP,1416000,929800
I,99,기타,당시즌의류,점퍼,JP,657000,171940
I,99,기타,당시즌의류,진바지,DP,99000,28150
I,99,기타,당시즌의류,팬츠,PT,138000,82800
I,99,기타,당시즌의류,폴라폴리스점퍼,FD,159000,79500
I,99,기타,당시즌의류,후드티,HD,218000,109000
M,1,RF,Acc_etc,기타,ET,345000,345000
M,1,RF,Acc_etc,머플러(스카프),MF,822000,821960
M,1,RF,Acc_etc,양말,SO,216800,214710
M,1,RF,Acc_etc,파우치,PO,575000,575060
M,1,RF,Bag,백팩,BK,0,0
M,1,RF,Bag,버킷백,BM,417000,416990
M,1,RF,Bag,쇼퍼백,OR,111434000,100424710
M,1,RF,Bag,숄더백,BQ,20626000,18849370
M,1,RF,Bag,크로스백,CR,972000,931990
M,1,RF,Bag,힙색,HS,594000,594020
M,1,RF,Headwear,방한모,WM,2201000,2161030
M,1,RF,Headwear,비니,BN,11622000,11230940
M,1,RF,Headwear,여성 베레모,CB,876000,810700
M,1,RF,Headwear,운동모,CP,29811000,28965110
M,1,RF,Headwear,햇,HT,4280000,4260060
M,1,RF,Shoes,런닝화,RN,34969000,32133220
M,1,RF,Shoes,뮬,MU,654000,654000
M,1,RF,Shoes,방한화,WB,4042000,4041940
M,1,RF,Shoes,스니커즈,SX,236143000,214945610
M,1,RF,Shoes,신발,SH,22250000,20665550
M,1,RF,과시즌의류,우븐셔츠,WS,149000,74500
M,1,RF,과시즌의류,점퍼,JP,299000,299010
M,1,RF,과시즌의류,팬츠,PT,317000,218000
M,1,RF,과시즌의류,폴라폴리스점퍼,FD,199000,99500
M,1,RF,과시즌의류,후드티,HD,338000,169000
M,1,RF,당시즌의류,니트가디건,KC,2619000,2299960
M,1,RF,당시즌의류,니트풀오버,KP,1841000,1626000
M,1,RF,당시즌의류,다운베스트,DV,3663000,3250810
M,1,RF,당시즌의류,다운점퍼,DJ,209247000,178004560
M,1,RF,당시즌의류,맨투맨,MT,8482000,7777850
M,1,RF,당시즌의류,반팔카라티셔츠,TS,1087000,901200
