브랜드,유통채널,채널명,아이템_중분류,아이템소분류,아이템코드,판매금액(TAG가),실판매액
I,11,직영몰,Bag,보조가방,UB,420000,420000
I,11,직영몰,Bag,슬링백,SG,395000,375670
I,11,직영몰,Bag,크로스백,CR,4988000,4932150
I,11,직영몰,Headwear,방한모,WM,13428000,13314330
I,11,직영몰,Headwear,비니,BN,15633000,15465280
I,11,직영몰,Headwear,와이어캡,WR,539000,539000
I,11,직영몰,Headwear,운동모,CP,12418000,12378790
I,11,직영몰,Headwear,햇,HT,53000,53000
I,11,직영몰,Shoes,런닝화,RN,6335000,6199410
I,11,직영몰,Shoes,방한화,WB,27336000,27111130
I,11,직영몰,Shoes,스니커즈,SX,5958000,5925820
I,11,직영몰,Shoes,신발,SH,9941000,9847220
I,11,직영몰,과시즌의류,맨투맨,MT,0,0
I,11,직영몰,과시즌의류,팬츠,PT,0,0
I,11,직영몰,당시즌의류,니트가디건,KC,845000,789320
I,11,직영몰,당시즌의류,니트풀오버,KP,973000,959760
I,11,직영몰,당시즌의류,다운베스트,DV,1907000,1870100
I,11,직영몰,당시즌의류,다운점퍼,DJ,72295000,70264960
I,11,직영몰,당시즌의류,레깅스,LG,897000,883360
I,11,직영몰,당시즌의류,맨투맨,MT,11232000,11042650
I,11,직영몰,당시즌의류,맨투맨셋트,S2,18960000,18711240
I,11,직영몰,당시즌의류,반팔카라티셔츠,TS,363000,363000
I,11,직영몰,당시즌의류,반팔티 & 스웨트팬츠,S1,1272000,1272000
I,11,직영몰,당시즌의류,방풍자켓,WJ,318000,318000
I,11,직영몰,당시즌의류,스커트,SK,356000,337100
I,11,직영몰,당시즌의류,우븐팬츠,WP,4753000,4665420
I,11,직영몰,당시즌의류,점퍼,JP,239000,239000
I,11,직영몰,당시즌의류,진바지,DP,2199000,2187100
I,11,직영몰,당시즌의류,팬츠,PT,6555000,6406130
I,11,직영몰,당시즌의류,폴라폴리스점퍼,FD,815000,798100
I,11,직영몰,당시즌의류,후드티,HD,4066000,3936540
I,11,직영몰,차시즌의류,맨투맨,MT,1052000,1046100
I,11,직영몰,차시즌의류,맨투맨셋트,S2,4652000,4605190
I,11,직영몰,차시즌의류,반팔티 & 스웨트팬츠,S1,655000,655000
I,11,직영몰,차시즌의류,점퍼,JP,1811000,1760750
I,11,직영몰,차시즌의류,팬츠,PT,571000,571000
I,11,직영몰,차시즌의류,후드티,HD,178000,178000
I,2,면세점,Acc_etc,머플러(스카프),MF,8437000,8437030
I,2,면세점,Acc_etc,양말,SO,1574800,1574800
I,2,면세점,Acc_etc,장갑,GL,184000,184000
I,2,면세점,Bag,백팩,BK,44179000,44178930
I,2,면세점,Bag,보조가방,UB,294000,294000
I,2,면세점,Bag,슬링백,SG,553000,553000
I,2,면세점,Bag,크로스백,CR,354811000,354810670
I,2,면세점,Headwear,방한모,WM,25285000,25285000
I,2,면세점,Headwear,비니,BN,92194000,92176250
I,2,면세점,Headwear,운동모,CP,50738000,50737980
I,2,면세점,Shoes,런닝화,RN,31193000,31193000
I,2,면세점,Shoes,방한화,WB,23799000,23799000
I,2,면세점,Shoes,스니커즈,SX,25975000,25975000
I,2,면세점,Shoes,신발,SH,14096000,14096000
I,2,면세점,당시즌의류,다운베스트,DV,10514000,10514000
I,2,면세점,당시즌의류,다운점퍼,DJ,330022000,330021990
I,2,면세점,당시즌의류,맨투맨,MT,30914000,30914000
I,2,면세점,당시즌의류,맨투맨셋트,S2,18842000,18842000
I,2,면세점,당시즌의류,스커트,SK,287000,287000
I,2,면세점,당시즌의류,우븐팬츠,WP,5514000,5514000
I,2,면세점,당시즌의류,점퍼,JP,717000,717000
I,2,면세점,당시즌의류,진바지,DP,773000,773000
I,2,면세점,당시즌의류,팬츠,PT,11148000,11148000
I,2,면세점,당시즌의류,폴라폴리스점퍼,FD,5852000,5852000
I,2,면세점,당시즌의류,후드티,HD,4322000,4322000
I,2,면세점,차시즌의류,맨투맨,MT,4548000,4548020
I,2,면세점,차시즌의류,맨투맨셋트,S2,981000,981000
I,2,면세점,차시즌의류,반팔티 & 스웨트팬츠,S1,3870000,3870000
I,3,직영점(가두),Acc_etc,PET,PE,1995000,1970400
I,3,직영점(가두),Acc_etc,기타,ET,468000,468000
I,3,직영점(가두),Acc_etc,머플러(스카프),MF,177000,177000
I,3,직영점(가두),Acc_etc,양말,SO,276800,276800
I,3,직영점(가두),Acc_etc,장갑,GL,1194000,1194000
I,3,직영점(가두),Bag,가방,BG,396000,396000
I,3,직영점(가두),Bag,백팩,BK,13280000,13244340
I,3,직영점(가두),Bag,보조가방,UB,235000,232640
I,3,직영점(가두),Bag,슬링백,SG,474000,474000
I,3,직영점(가두),Bag,크로스백,CR,4106000,4078780
I,3,직영점(가두),Headwear,방한모,WM,6473000,6463000
I,3,직영점(가두),Headwear,비니,BN,8776000,8704750
I,3,직영점(가두),Headwear,와이어캡,WR,98000,98000
I,3,직영점(가두),Headwear,운동모,CP,8507000,8404500
I,3,직영점(가두),Headwear,햇,HT,271000,271000
I,3,직영점(가두),Shoes,런닝화,RN,3880000,3880000
I,3,직영점(가두),Shoes,방한화,WB,8263000,8250940
I,3,직영점(가두),Shoes,스니커즈,SX,4251000,4225730
I,3,직영점(가두),Shoes,신발,SH,7362000,7341490
I,3,직영점(가두),당시즌의류,니트가디건,KC,507000,507000
I,3,직영점(가두),당시즌의류,니트풀오버,KP,139000,139000
I,3,직영점(가두),당시즌의류,다운베스트,DV,1291000,1288860
I,3,직영점(가두),당시즌의류,다운점퍼,DJ,44322000,44246840
I,3,직영점(가두),당시즌의류,레깅스,LG,897000,897000
I,3,직영점(가두),당시즌의류,맨투맨,MT,8098000,8093980
I,3,직영점(가두),당시즌의류,맨투맨셋트,S2,12261000,12230500
I,3,직영점(가두),당시즌의류,반팔카라티셔츠,TS,392000,392000
I,3,직영점(가두),당시즌의류,반팔티 & 스웨트팬츠,S1,2067000,2067000
I,3,직영점(가두),당시즌의류,방풍자켓,WJ,159000,159000
I,3,직영점(가두),당시즌의류,스커트,SK,396000,396000
I,3,직영점(가두),당시즌의류,우븐팬츠,WP,1682000,1680220
I,3,직영점(가두),당시즌의류,점퍼,JP,478000,478000
I,3,직영점(가두),당시즌의류,진바지,DP,416000,416000
I,3,직영점(가두),당시즌의류,팬츠,PT,2852000,2849480
I,3,직영점(가두),당시즌의류,폴라폴리스점퍼,FD,2236000,2236000
I,3,직영점(가두),당시즌의류,후드티,HD,1276000,1274220
I,3,직영점(가두),차시즌의류,맨투맨,MT,834000,830190
I,3,직영점(가두),차시즌의류,맨투맨셋트,S2,1755000,1755000
I,3,직영점(가두),차시즌의류,반팔티 & 스웨트팬츠,S1,536000,536000
I,3,직영점(가두),차시즌의류,스커트,SK,69000,69000
I,3,직영점(가두),차시즌의류,점퍼,JP,975000,975000
I,3,직영점(가두),차시즌의류,팬츠,PT,472000,467410
I,3,직영점(가두),차시즌의류,후드티,HD,267000,267000
I,4,자사몰,Acc_etc,PET,PE,947000,870210
I,4,자사몰,Acc_etc,기타,ET,1734000,1536770
I,4,자사몰,Acc_etc,머플러(스카프),MF,236000,211400
I,4,자사몰,Acc_etc,양말,SO,1259900,1035030
I,4,자사몰,Acc_etc,장갑,GL,1655000,1450800
I,4,자사몰,Bag,가방,BG,495000,389490
I,4,자사몰,Bag,백팩,BK,35747000,32218352
I,4,자사몰,Bag,보조가방,UB,293000,216680
I,4,자사몰,Bag,슬링백,SG,316000,218080
I,4,자사몰,Bag,크로스백,CR,2544000,2203250
I,4,자사몰,Bag,힙색,HS,59000,40050
I,4,자사몰,Headwear,방한모,WM,12624000,11004180
I,4,자사몰,Headwear,비니,BN,12726000,10634870
I,4,자사몰,Headwear,와이어캡,WR,49000,39000
I,4,자사몰,Headwear,운동모,CP,5215000,4196430
I,4,자사몰,Shoes,런닝화,RN,5228000,4589430
I,4,자사몰,Shoes,방한화,WB,39454000,34767570
I,4,자사몰,Shoes,스니커즈,SX,2951000,2521600
I,4,자사몰,Shoes,신발,SH,5730000,5071093
I,4,자사몰,과시즌의류,반팔카라티셔츠,TS,-145000,-124610
I,4,자사몰,과시즌의류,반팔티 & 스웨트팬츠,S1,-99000,-84990
I,4,자사몰,과시즌의류,점퍼,JP,-159000,-149000
I,4,자사몰,당시즌의류,니트가디건,KC,497000,452880
I,4,자사몰,당시즌의류,다운베스트,DV,983000,904930
I,4,자사몰,당시즌의류,다운점퍼,DJ,62304000,55985940
I,4,자사몰,당시즌의류,레깅스,LG,641000,505100
I,4,자사몰,당시즌의류,맨투맨,MT,13032000,11789154
I,4,자사몰,당시즌의류,맨투맨셋트,S2,32096000,28784280
I,4,자사몰,당시즌의류,반팔카라티셔츠,TS,305000,305000
I,4,자사몰,당시즌의류,반팔티 & 스웨트팬츠,S1,5346000,4852580
I,4,자사몰,당시즌의류,스커트,SK,89000,98691
I,4,자사몰,당시즌의류,우븐팬츠,WP,3138000,2844650
I,4,자사몰,당시즌의류,점퍼,JP,-60000,-105220
I,4,자사몰,당시즌의류,진바지,DP,594000,544260
I,4,자사몰,당시즌의류,팬츠,PT,7282000,6597820
I,4,자사몰,당시즌의류,폴라폴리스점퍼,FD,1511000,1387120
I,4,자사몰,당시즌의류,폴로 티셔츠,PQ,158000,143350
I,4,자사몰,당시즌의류,후드티,HD,3194000,2870460
I,4,자사몰,차시즌의류,맨투맨,MT,373000,308160
I,4,자사몰,차시즌의류,맨투맨셋트,S2,327000,277050
I,4,자사몰,차시즌의류,반팔티 & 스웨트팬츠,S1,258000,234120
I,4,자사몰,차시즌의류,점퍼,JP,657000,592710
I,4,자사몰,차시즌의류,팬츠,PT,59000,45470
I,4,자사몰,차시즌의류,후드티,HD,178000,146150
I,5,제휴몰,Acc_etc,PET,PE,5695000,5695000
I,5,제휴몰,Acc_etc,기타,ET,2928000,2928000
I,5,제휴몰,Acc_etc,머플러(스카프),MF,295000,295000
I,5,제휴몰,Acc_etc,양말,SO,1578400,1578400
I,5,제휴몰,Acc_etc,장갑,GL,1605000,1605000
I,5,제휴몰,Bag,가방,BG,1716000,1716000
I,5,제휴몰,Bag,백팩,BK,34991000,34991000
I,5,제휴몰,Bag,보조가방,UB,117000,117000
I,5,제휴몰,Bag,슬링백,SG,158000,158000
I,5,제휴몰,Bag,크로스백,CR,3351000,3351000
I,5,제휴몰,Bag,힙색,HS,295000,295000
I,5,제휴몰,Headwear,방한모,WM,25044000,25043980
I,5,제휴몰,Headwear,비니,BN,31674000,31674000
I,5,제휴몰,Headwear,선캡,SC,78000,78000
I,5,제휴몰,Headwear,와이어캡,WR,53000,53000
I,5,제휴몰,Headwear,운동모,CP,6667000,6667000
I,5,제휴몰,Headwear,햇,HT,122000,122000
I,5,제휴몰,Shoes,런닝화,RN,6048000,6048000
I,5,제휴몰,Shoes,방한화,WB,93969000,93968970
I,5,제휴몰,Shoes,스니커즈,SX,11881000,11881000
I,5,제휴몰,Shoes,신발,SH,13306000,13305990
I,5,제휴몰,과시즌의류,다운점퍼,DJ,27158000,13579000
I,5,제휴몰,과시즌의류,맨투맨셋트,S2,-149000,-149000
I,5,제휴몰,과시즌의류,점퍼,JP,876000,438000
I,5,제휴몰,당시즌의류,니트풀오버,KP,0,0
I,5,제휴몰,당시즌의류,다운베스트,DV,427000,427000
I,5,제휴몰,당시즌의류,다운점퍼,DJ,218043000,218043010
I,5,제휴몰,당시즌의류,레깅스,LG,1400000,1400000
I,5,제휴몰,당시즌의류,맨투맨,MT,17423000,17423000
I,5,제휴몰,당시즌의류,맨투맨셋트,S2,41807000,41807010
I,5,제휴몰,당시즌의류,반팔카라티셔츠,TS,766000,766000
I,5,제휴몰,당시즌의류,반팔티 & 스웨트팬츠,S1,8456000,8456000
I,5,제휴몰,당시즌의류,방풍자켓,WJ,318000,318000
I,5,제휴몰,당시즌의류,스커트,SK,455000,455000
I,5,제휴몰,당시즌의류,우븐팬츠,WP,5423000,5423000
I,5,제휴몰,당시즌의류,원피스,OP,89000,89000
I,5,제휴몰,당시즌의류,점퍼,JP,458000,458000
I,5,제휴몰,당시즌의류,진바지,DP,1139000,1139000
I,5,제휴몰,당시즌의류,팬츠,PT,7140000,7140000
I,5,제휴몰,당시즌의류,폴라폴리스점퍼,FD,3725000,3725000
I,5,제휴몰,당시즌의류,후드티,HD,3771000,3771000
I,5,제휴몰,차시즌의류,맨투맨,MT,599000,599000
I,5,제휴몰,차시즌의류,맨투맨셋트,S2,327000,327000
I,5,제휴몰,차시즌의류,반팔티 & 스웨트팬츠,S1,268000,268000
I,5,제휴몰,차시즌의류,점퍼,JP,219000,219000
I,5,제휴몰,차시즌의류,팬츠,PT,59000,59000
I,6,대리점,Acc_etc,PET,PE,406000,401700
I,6,대리점,Acc_etc,기타,ET,882000,815510
I,6,대리점,Acc_etc,양말,SO,2322000,2284350
I,6,대리점,Acc_etc,장갑,GL,2755000,2602460
I,6,대리점,Bag,가방,BG,297000,275990
I,6,대리점,Bag,백팩,BK,69518000,67711660
I,6,대리점,Bag,보조가방,UB,899000,872480
I,6,대리점,Bag,슬링백,SG,2607000,2496880
I,6,대리점,Bag,크로스백,CR,25025000,24288970
I,6,대리점,Headwear,방한모,WM,19510000,19097250
I,6,대리점,Headwear,비니,BN,29487000,28866080
I,6,대리점,Headwear,와이어캡,WR,294000,294000
I,6,대리점,Headwear,운동모,CP,18302000,17975660
I,6,대리점,Headwear,햇,HT,171000,140630
I,6,대리점,Shoes,런닝화,RN,21540000,21132780
I,6,대리점,Shoes,방한화,WB,66014000,64360590
I,6,대리점,Shoes,스니커즈,SX,18294000,17648810
I,6,대리점,Shoes,신발,SH,17270000,16856220
I,6,대리점,과시즌의류,맨투맨,MT,49000,49000
I,6,대리점,과시즌의류,반팔티 & 스웨트팬츠,S1,0,14900
I,6,대리점,당시즌의류,니트가디건,KC,507000,497030
I,6,대리점,당시즌의류,니트풀오버,KP,2780000,2665620
I,6,대리점,당시즌의류,다운베스트,DV,6283000,6101960
I,6,대리점,당시즌의류,다운점퍼,DJ,286337000,279185940
I,6,대리점,당시즌의류,레깅스,LG,1932000,1873260
I,6,대리점,당시즌의류,맨투맨,MT,31693000,30976010
I,6,대리점,당시즌의류,맨투맨셋트,S2,79879000,77897480
I,6,대리점,당시즌의류,반팔카라티셔츠,TS,98000,98000
I,6,대리점,당시즌의류,반팔티 & 스웨트팬츠,S1,7314000,7329660
I,6,대리점,당시즌의류,스커트,SK,683000,674100
I,6,대리점,당시즌의류,우븐팬츠,WP,11399000,11191040
I,6,대리점,당시즌의류,점퍼,JP,1454000,1138100
I,6,대리점,당시즌의류,진바지,DP,1932000,1864520
I,6,대리점,당시즌의류,팬츠,PT,11833000,11588440
I,6,대리점,당시즌의류,폴라폴리스점퍼,FD,4977000,4863680
I,6,대리점,당시즌의류,후드티,HD,11185000,10980690
I,6,대리점,차시즌의류,맨투맨,MT,1628000,1567100
I,6,대리점,차시즌의류,맨투맨셋트,S2,3161000,3091000
I,6,대리점,차시즌의류,반팔티 & 스웨트팬츠,S1,1965000,1922540
I,6,대리점,차시즌의류,점퍼,JP,438000,438000
I,6,대리점,차시즌의류,팬츠,PT,1298000,1257280
I,6,대리점,차시즌의류,후드티,HD,0,0
I,8,사입,Acc_etc,고글,GG,89000,22250
I,8,사입,Acc_etc,기타,ET,34000,8500
I,8,사입,Acc_etc,머플러(스카프),MF,552000,149800
I,8,사입,Acc_etc,장갑,GL,1282000,320500
I,8,사입,Bag,크로스백,CR,0,0
I,8,사입,Headwear,방한모,WM,114335000,28940600
I,8,사입,Headwear,비니,BN,8737000,2448420
I,8,사입,Headwear,운동모,CP,16372000,4265500
I,8,사입,Headwear,햇,HT,54539000,13634620
I,8,사입,Shoes,방한화,WB,55281000,15691330
I,8,사입,Shoes,스니커즈,SX,5445000,1361250
I,8,사입,Shoes,신발,SH,9597000,2812380
I,8,사입,Shoes,캔버스화,CV,12727000,3181710
I,8,사입,과시즌의류,니트가디건,KC,-199000,-49750
I,8,사입,과시즌의류,다운베스트,DV,-139000,-41700
I,8,사입,과시즌의류,다운점퍼,DJ,190901000,47663450
I,8,사입,과시즌의류,맨투맨,MT,31706000,8542570
I,8,사입,과시즌의류,맨투맨셋트,S2,37539000,9378240
I,8,사입,과시즌의류,보드바지,BP,16218000,4054460
I,8,사입,과시즌의류,스커트,SK,-99000,-24750
I,8,사입,과시즌의류,우븐팬츠,WP,-99000,-24750
I,8,사입,과시즌의류,점퍼,JP,0,0
I,8,사입,과시즌의류,팬츠,PT,16353000,4905800
I,99,기타,Acc_etc,PET,PE,166000,0
I,99,기타,Acc_etc,고글,GG,89000,0
I,99,기타,Acc_etc,머플러(스카프),MF,59000,29500
I,99,기타,Acc_etc,양말,SO,1257000,314350
I,99,기타,Acc_etc,장갑,GL,266000,29500
I,99,기타,Bag,가방,BG,0,0
I,99,기타,Bag,백팩,BK,15175000,719190
I,99,기타,Bag,버킷백,BM,89000,0
I,99,기타,Bag,보조가방,UB,1160000,0
I,99,기타,Bag,슬링백,SG,217000,0
I,99,기타,Bag,크로스백,CR,2696000,223600
I,99,기타,Bag,힙색,HS,98000,0
I,99,기타,Headwear,방한모,WM,1233000,438110
I,99,기타,Headwear,비니,BN,2004000,798900
I,99,기타,Headwear,선캡,SC,332000,0
I,99,기타,Headwear,와이어캡,WR,1824000,0
I,99,기타,Headwear,운동모,CP,16311000,642490
I,99,기타,Headwear,햇,HT,6309000,259700
I,99,기타,Shoes,런닝화,RN,99000,49500
I,99,기타,Shoes,뮬,MU,1721000,0
I,99,기타,Shoes,방한화,WB,19638000,870800
I,99,기타,Shoes,샌들,SD,3889000,0
I,99,기타,Shoes,스니커즈,SX,10315000,32500
I,99,기타,Shoes,슬리퍼,LP,195000,0
I,99,기타,Shoes,신발,SH,15102000,62300
I,99,기타,Shoes,캔버스화,CV,13973000,14730
I,99,기타,과시즌의류,나시티&반바지,S6,790000,0
I,99,기타,과시즌의류,니트가디건,KC,15018000,0
I,99,기타,과시즌의류,니트풀오버,KP,139000,0
I,99,기타,과시즌의류,다운베스트,DV,794000,0
I,99,기타,과시즌의류,다운점퍼,DJ,49847000,130300
I,99,기타,과시즌의류,레깅스,LG,2069000,0
I,99,기타,과시즌의류,맨투맨,MT,7405000,34600
I,99,기타,과시즌의류,맨투맨셋트,S2,14470000,0
I,99,기타,과시즌의류,반바지,SP,2257000,0
I,99,기타,과시즌의류,반팔카라티셔츠,TS,16226000,0
I,99,기타,과시즌의류,반팔티 & 스웨트팬츠,S1,12786000,53500
I,99,기타,과시즌의류,방풍자켓,WJ,1171000,34500
I,99,기타,과시즌의류,보드바지,BP,318000,0
I,99,기타,과시즌의류,스윔웨어,SW,15284000,15490
I,99,기타,과시즌의류,스커트,SK,1115000,0
I,99,기타,과시즌의류,우븐반바지,SM,2209000,0
I,99,기타,과시즌의류,우븐셔츠,WS,436000,0
I,99,기타,과시즌의류,우븐팬츠,WP,257000,0
I,99,기타,과시즌의류,원피스,OP,1398000,0
I,99,기타,과시즌의류,점퍼,JP,9049000,176830
I,99,기타,과시즌의류,진바지,DP,525000,0
I,99,기타,과시즌의류,탱크탑,TK,33000,0
I,99,기타,과시즌의류,트레이닝 세트,S5,179000,0
I,99,기타,과시즌의류,트레이닝(하의),TP,89000,0
I,99,기타,과시즌의류,팬츠,PT,3920000,14680
I,99,기타,과시즌의류,폴라폴리스점퍼,FD,935000,0
I,99,기타,과시즌의류,폴로 티셔츠,PQ,2070000,0
I,99,기타,과시즌의류,후드티,HD,999000,0
I,99,기타,당시즌의류,다운베스트,DV,635000,317500
I,99,기타,당시즌의류,다운점퍼,DJ,3416000,1652520
I,99,기타,당시즌의류,레깅스,LG,69000,34500
I,99,기타,당시즌의류,맨투맨,MT,750000,305260
I,99,기타,당시즌의류,맨투맨셋트,S2,1827000,940720
I,99,기타,당시즌의류,반팔카라티셔츠,TS,49000,12390
I,99,기타,당시즌의류,방풍자켓,WJ,119000,27000
I,99,기타,당시즌의류,스커트,SK,89000,25450
I,99,기타,당시즌의류,우븐팬츠,WP,1317000,880300
I,99,기타,당시즌의류,점퍼,JP,657000,171940
I,99,기타,당시즌의류,진바지,DP,99000,28150
I,99,기타,당시즌의류,팬츠,PT,138000,82800
I,99,기타,당시즌의류,폴라폴리스점퍼,FD,159000,79500
I,99,기타,당시즌의류,후드티,HD,119000,59500
M,1,RF,Acc_etc,기타,ET,345000,345000
M,1,RF,Acc_etc,머플러(스카프),MF,822000,821960
M,1,RF,Acc_etc,양말,SO,216800,214710
M,1,RF,Acc_etc,파우치,PO,546000,546050
M,1,RF,Bag,버킷백,BM,288000,287990
M,1,RF,Bag,쇼퍼백,OR,100534000,90614690
M,1,RF,Bag,숄더백,BQ,20229000,18452370
M,1,RF,Bag,크로스백,CR,972000,931990
M,1,RF,Bag,힙색,HS,594000,594020
M,1,RF,Headwear,방한모,WM,1796000,1756000
M,1,RF,Headwear,비니,BN,11202000,10810920
M,1,RF,Headwear,여성 베레모,CB,876000,810700
M,1,RF,Headwear,운동모,CP,26481000,25840680
M,1,RF,Headwear,햇,HT,4000000,3980060
M,1,RF,Shoes,런닝화,RN,6928000,6844690
M,1,RF,Shoes,뮬,MU,654000,654000
M,1,RF,Shoes,방한화,WB,3943000,3942930
M,1,RF,Shoes,스니커즈,SX,143810000,131588790
M,1,RF,Shoes,신발,SH,20762000,19306550
M,1,RF,과시즌의류,우븐셔츠,WS,149000,74500
M,1,RF,과시즌의류,점퍼,JP,299000,299010
M,1,RF,과시즌의류,팬츠,PT,317000,218000
M,1,RF,과시즌의류,폴라폴리스점퍼,FD,199000,99500
M,1,RF,과시즌의류,후드티,HD,338000,169000
M,1,RF,당시즌의류,니트가디건,KC,1185000,1112960
M,1,RF,당시즌의류,니트풀오버,KP,1005000,957200
M,1,RF,당시즌의류,다운베스트,DV,2767000,2494210
M,1,RF,당시즌의류,다운점퍼,DJ,198833000,169210650
M,1,RF,당시즌의류,맨투맨,MT,6530000,6152850
M,1,RF,당시즌의류,반팔카라티셔츠,TS,158000,158000
M,1,RF,당시즌의류,스커트,SK,298000,272200
M,1,RF,당시즌의류,우븐팬츠,WP,1172000,1128370
M,1,RF,당시즌의류,점퍼,JP,3648000,3386800
M,1,RF,당시즌의류,진바지,DP,716000,706010
M,1,RF,당시즌의류,트레이닝(상의),TR,1062000,939630
M,1,RF,당시즌의류,패딩,PD,219000,219000
M,1,RF,당시즌의류,팬츠,PT,4887000,4373990
M,1,RF,당시즌의류,폴라폴리스점퍼,FD,219000,175200
M,1,RF,당시즌의류,후드티,HD,2301000,2176450
M,1,RF,차시즌의류,맨투맨,MT,416000,392200
M,1,RF,차시즌의류,반팔카라티셔츠,TS,2001000,1981890
M,1,RF,차시즌의류,팬츠,PT,396000,396000
M,1,RF,차시즌의류,후드티,HD,625000,605870
M,1,백화점,Acc_etc,기타,ET,7294000,7146270
M,1,백화점,Acc_etc,머플러(스카프),MF,25494000,24612070
M,1,백화점,Acc_etc,양말,SO,13862500,13592580
M,1,백화점,Acc_etc,파우치,PO,7508000,7320860
M,1,백화점,Bag,가방,BG,2985000,2089500
M,1,백화점,Bag,백팩,BK,6069000,5853530
M,1,백화점,Bag,버킷백,BM,17660000,16789170
M,1,백화점,Bag,쇼퍼백,OR,244452000,238210700
M,1,백화점,Bag,숄더백,BQ,413013000,403022190
M,1,백화점,Bag,크로스백,CR,35526000,34230420
M,1,백화점,Bag,힙색,HS,13606000,13188480
M,1,백화점,Headwear,방한모,WM,37890000,37073800
M,1,백화점,Headwear,비니,BN,256552000,250959120
M,1,백화점,Headwear,여성 베레모,CB,13190000,12810090
M,1,백화점,Headwear,운동모,CP,663095000,650007850
M,1,백화점,Headwear,햇,HT,101413000,99053860
M,1,백화점,Shoes,런닝화,RN,122898000,118882820
M,1,백화점,Shoes,뮬,MU,21543000,20313860
