브랜드,유통채널,채널명,아이템_중분류,아이템소분류,아이템코드,판매금액(TAG가),실판매액
I,1,백화점,Acc_etc,PET,PE,1553000,1532970
I,1,백화점,Acc_etc,기타,ET,5403000,5177520
I,1,백화점,Acc_etc,머플러(스카프),MF,3009000,2715880
I,1,백화점,Acc_etc,양말,SO,9710400,9391020
I,1,백화점,Acc_etc,장갑,GL,17287000,16839630
I,1,백화점,Bag,가방,BG,3795000,3738220
I,1,백화점,Bag,백팩,BK,174941000,169931980
I,1,백화점,Bag,보조가방,UB,1747000,1725430
I,1,백화점,Bag,슬링백,SG,2923000,2876290
I,1,백화점,Bag,크로스백,CR,31828000,29608070
I,1,백화점,Bag,힙색,HS,0,0
I,1,백화점,Headwear,방한모,WM,104911000,102564640
I,1,백화점,Headwear,비니,BN,78695000,76628380
I,1,백화점,Headwear,와이어캡,WR,1225000,1165130
I,1,백화점,Headwear,운동모,CP,45584000,44311130
I,1,백화점,Headwear,햇,HT,707000,651000
I,1,백화점,Shoes,런닝화,RN,48263000,45889930
I,1,백화점,Shoes,방한화,WB,268296000,261061960
I,1,백화점,Shoes,스니커즈,SX,26009000,24510540
I,1,백화점,Shoes,신발,SH,61285000,59331620
I,1,백화점,과시즌의류,다운점퍼,DJ,188069000,94034430
I,1,백화점,과시즌의류,맨투맨,MT,1264000,632000
I,1,백화점,과시즌의류,맨투맨셋트,S2,278000,138980
I,1,백화점,과시즌의류,점퍼,JP,1095000,547510
I,1,백화점,과시즌의류,팬츠,PT,1975000,987500
I,1,백화점,당시즌의류,니트가디건,KC,3042000,2917870
I,1,백화점,당시즌의류,니트풀오버,KP,4031000,3947600
I,1,백화점,당시즌의류,다운베스트,DV,24079000,22233030
I,1,백화점,당시즌의류,다운점퍼,DJ,802400000,763806030
I,1,백화점,당시즌의류,레깅스,LG,6003000,5700630
I,1,백화점,당시즌의류,맨투맨,MT,108995000,104471810
I,1,백화점,당시즌의류,맨투맨셋트,S2,219949000,211629830
I,1,백화점,당시즌의류,반팔카라티셔츠,TS,989000,944900
I,1,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,17013000,16362570
I,1,백화점,당시즌의류,방풍자켓,WJ,2184000,1981500
I,1,백화점,당시즌의류,스커트,SK,1781000,1652210
I,1,백화점,당시즌의류,우븐셔츠,WS,-119000,-198500
I,1,백화점,당시즌의류,우븐팬츠,WP,54045000,51794950
I,1,백화점,당시즌의류,원피스,OP,-139000,-139000
I,1,백화점,당시즌의류,점퍼,JP,-59000,-487070
I,1,백화점,당시즌의류,진바지,DP,13115000,12548770
I,1,백화점,당시즌의류,팬츠,PT,53101000,50935710
I,1,백화점,당시즌의류,폴라폴리스점퍼,FD,18422000,17146320
I,1,백화점,당시즌의류,폴로 티셔츠,PQ,237000,237000
I,1,백화점,당시즌의류,후드티,HD,29279000,27901350
I,1,백화점,차시즌의류,맨투맨,MT,2482000,2440380
I,1,백화점,차시즌의류,맨투맨셋트,S2,8445000,8207900
I,1,백화점,차시즌의류,반팔티 & 스웨트팬츠,S1,4635000,4492280
I,1,백화점,차시즌의류,점퍼,JP,4239000,4132600
I,1,백화점,차시즌의류,팬츠,PT,1711000,1687400
I,1,백화점,차시즌의류,후드티,HD,1335000,1299400
I,11,직영몰,Acc_etc,PET,PE,4045000,3853750
I,11,직영몰,Acc_etc,기타,ET,333000,333000
I,11,직영몰,Acc_etc,머플러(스카프),MF,118000,118000
I,11,직영몰,Acc_etc,양말,SO,541600,539620
I,11,직영몰,Acc_etc,장갑,GL,1779000,1779000
I,11,직영몰,Bag,가방,BG,264000,264000
I,11,직영몰,Bag,백팩,BK,22704000,22445010
I,11,직영몰,Bag,보조가방,UB,254000,254000
I,11,직영몰,Bag,슬링백,SG,316000,296670
I,11,직영몰,Bag,크로스백,CR,3094000,3038150
I,11,직영몰,Headwear,방한모,WM,10150000,10101120
I,11,직영몰,Headwear,비니,BN,12166000,12009780
I,11,직영몰,Headwear,와이어캡,WR,441000,441000
I,11,직영몰,Headwear,운동모,CP,7552000,7516690
I,11,직영몰,Headwear,햇,HT,0,0
I,11,직영몰,Shoes,런닝화,RN,5147000,5039110
I,11,직영몰,Shoes,방한화,WB,21110000,20946030
I,11,직영몰,Shoes,스니커즈,SX,3981000,3948820
I,11,직영몰,Shoes,신발,SH,7152000,7058220
I,11,직영몰,과시즌의류,맨투맨,MT,0,0
I,11,직영몰,과시즌의류,팬츠,PT,0,0
I,11,직영몰,당시즌의류,니트가디건,KC,338000,338000
I,11,직영몰,당시즌의류,니트풀오버,KP,556000,542760
I,11,직영몰,당시즌의류,다운베스트,DV,1460000,1423100
I,11,직영몰,당시즌의류,다운점퍼,DJ,51158000,49617160
I,11,직영몰,당시즌의류,레깅스,LG,552000,538360
I,11,직영몰,당시즌의류,맨투맨,MT,8745000,8555650
I,11,직영몰,당시즌의류,맨투맨셋트,S2,14096000,13873040
I,11,직영몰,당시즌의류,반팔카라티셔츠,TS,314000,314000
I,11,직영몰,당시즌의류,반팔티 & 스웨트팬츠,S1,1113000,1113000
I,11,직영몰,당시즌의류,스커트,SK,0,0
I,11,직영몰,당시즌의류,우븐팬츠,WP,3624000,3536420
I,11,직영몰,당시즌의류,점퍼,JP,239000,239000
I,11,직영몰,당시즌의류,진바지,DP,1367000,1355100
I,11,직영몰,당시즌의류,팬츠,PT,5360000,5211130
I,11,직영몰,당시즌의류,폴라폴리스점퍼,FD,815000,798100
I,11,직영몰,당시즌의류,후드티,HD,2631000,2501540
I,11,직영몰,차시즌의류,맨투맨,MT,432000,426100
I,11,직영몰,차시즌의류,맨투맨셋트,S2,2033000,2022100
I,11,직영몰,차시즌의류,반팔티 & 스웨트팬츠,S1,129000,129000
I,11,직영몰,차시즌의류,점퍼,JP,657000,657000
I,11,직영몰,차시즌의류,팬츠,PT,177000,177000
I,11,직영몰,차시즌의류,후드티,HD,178000,178000
I,2,면세점,Acc_etc,머플러(스카프),MF,6785000,6785020
I,2,면세점,Acc_etc,양말,SO,1347700,1347700
I,2,면세점,Acc_etc,장갑,GL,138000,138000
I,2,면세점,Bag,백팩,BK,38974000,38973930
I,2,면세점,Bag,보조가방,UB,294000,294000
I,2,면세점,Bag,슬링백,SG,553000,553000
I,2,면세점,Bag,크로스백,CR,327127000,327126700
I,2,면세점,Headwear,방한모,WM,19628000,19628000
I,2,면세점,Headwear,비니,BN,77983000,77965280
I,2,면세점,Headwear,운동모,CP,37245000,37244980
I,2,면세점,Shoes,런닝화,RN,24254000,24254000
I,2,면세점,Shoes,방한화,WB,19355000,19355000
I,2,면세점,Shoes,스니커즈,SX,20817000,20817000
I,2,면세점,Shoes,신발,SH,8735000,8735000
I,2,면세점,당시즌의류,다운베스트,DV,8717000,8717000
I,2,면세점,당시즌의류,다운점퍼,DJ,272187000,272186990
I,2,면세점,당시즌의류,맨투맨,MT,24572000,24572000
I,2,면세점,당시즌의류,맨투맨셋트,S2,15229000,15229000
I,2,면세점,당시즌의류,스커트,SK,198000,198000
I,2,면세점,당시즌의류,우븐팬츠,WP,4454000,4454000
I,2,면세점,당시즌의류,점퍼,JP,717000,717000
I,2,면세점,당시즌의류,진바지,DP,535000,535000
I,2,면세점,당시즌의류,팬츠,PT,8860000,8860000
I,2,면세점,당시즌의류,폴라폴리스점퍼,FD,4958000,4958000
I,2,면세점,당시즌의류,후드티,HD,3324000,3324000
I,2,면세점,차시즌의류,맨투맨,MT,2811000,2811020
I,2,면세점,차시즌의류,맨투맨셋트,S2,545000,545000
I,2,면세점,차시즌의류,반팔티 & 스웨트팬츠,S1,774000,774000
I,3,직영점(가두),Acc_etc,PET,PE,1707000,1692400
I,3,직영점(가두),Acc_etc,기타,ET,336000,336000
I,3,직영점(가두),Acc_etc,머플러(스카프),MF,118000,118000
I,3,직영점(가두),Acc_etc,양말,SO,246000,246000
I,3,직영점(가두),Acc_etc,장갑,GL,720000,720000
I,3,직영점(가두),Bag,가방,BG,264000,264000
I,3,직영점(가두),Bag,백팩,BK,8994000,8958340
I,3,직영점(가두),Bag,보조가방,UB,137000,134640
I,3,직영점(가두),Bag,슬링백,SG,237000,237000
I,3,직영점(가두),Bag,크로스백,CR,2506000,2478780
I,3,직영점(가두),Headwear,방한모,WM,4805000,4805000
I,3,직영점(가두),Headwear,비니,BN,6373000,6331750
I,3,직영점(가두),Headwear,와이어캡,WR,98000,98000
I,3,직영점(가두),Headwear,운동모,CP,5720000,5657500
I,3,직영점(가두),Headwear,햇,HT,271000,271000
I,3,직영점(가두),Shoes,런닝화,RN,2811000,2811000
I,3,직영점(가두),Shoes,방한화,WB,7105000,7082940
I,3,직영점(가두),Shoes,스니커즈,SX,3015000,2999730
I,3,직영점(가두),Shoes,신발,SH,3878000,3867490
I,3,직영점(가두),당시즌의류,니트가디건,KC,169000,169000
I,3,직영점(가두),당시즌의류,니트풀오버,KP,0,0
I,3,직영점(가두),당시즌의류,다운베스트,DV,844000,841860
I,3,직영점(가두),당시즌의류,다운점퍼,DJ,31284000,31218840
I,3,직영점(가두),당시즌의류,레깅스,LG,621000,621000
I,3,직영점(가두),당시즌의류,맨투맨,MT,5995000,5992170
I,3,직영점(가두),당시즌의류,맨투맨셋트,S2,9253000,9232530
I,3,직영점(가두),당시즌의류,반팔카라티셔츠,TS,392000,392000
I,3,직영점(가두),당시즌의류,반팔티 & 스웨트팬츠,S1,954000,954000
I,3,직영점(가두),당시즌의류,방풍자켓,WJ,159000,159000
I,3,직영점(가두),당시즌의류,스커트,SK,396000,396000
I,3,직영점(가두),당시즌의류,우븐팬츠,WP,1108000,1106220
I,3,직영점(가두),당시즌의류,점퍼,JP,239000,239000
I,3,직영점(가두),당시즌의류,진바지,DP,416000,416000
I,3,직영점(가두),당시즌의류,팬츠,PT,2309000,2307670
I,3,직영점(가두),당시즌의류,폴라폴리스점퍼,FD,1779000,1779000
I,3,직영점(가두),당시즌의류,후드티,HD,1019000,1017220
I,3,직영점(가두),차시즌의류,맨투맨,MT,422000,418190
I,3,직영점(가두),차시즌의류,맨투맨셋트,S2,357000,357000
I,3,직영점(가두),차시즌의류,반팔티 & 스웨트팬츠,S1,268000,268000
I,3,직영점(가두),차시즌의류,점퍼,JP,617000,617000
I,3,직영점(가두),차시즌의류,팬츠,PT,59000,54410
I,4,자사몰,Acc_etc,PET,PE,662000,595210
I,4,자사몰,Acc_etc,기타,ET,1668000,1475290
I,4,자사몰,Acc_etc,머플러(스카프),MF,177000,162400
I,4,자사몰,Acc_etc,양말,SO,1072600,901250
I,4,자사몰,Acc_etc,장갑,GL,1360000,1176100
I,4,자사몰,Bag,가방,BG,462000,366490
I,4,자사몰,Bag,백팩,BK,20466000,18555302
I,4,자사몰,Bag,보조가방,UB,244000,180130
I,4,자사몰,Bag,슬링백,SG,237000,215100
I,4,자사몰,Bag,크로스백,CR,1845000,1600840
I,4,자사몰,Bag,힙색,HS,59000,40050
I,4,자사몰,Headwear,방한모,WM,11511000,10046130
I,4,자사몰,Headwear,비니,BN,11187000,9371300
I,4,자사몰,Headwear,와이어캡,WR,49000,39000
I,4,자사몰,Headwear,운동모,CP,3873000,3140080
I,4,자사몰,Shoes,런닝화,RN,4456000,3889990
I,4,자사몰,Shoes,방한화,WB,37337000,32933020
I,4,자사몰,Shoes,스니커즈,SX,1970000,1654940
I,4,자사몰,Shoes,신발,SH,4792000,4280913
I,4,자사몰,과시즌의류,반팔카라티셔츠,TS,-145000,-124610
I,4,자사몰,과시즌의류,반팔티 & 스웨트팬츠,S1,-99000,-84990
I,4,자사몰,과시즌의류,점퍼,JP,-159000,-149000
I,4,자사몰,당시즌의류,니트가디건,KC,497000,452880
I,4,자사몰,당시즌의류,다운베스트,DV,715000,660330
I,4,자사몰,당시즌의류,다운점퍼,DJ,51544000,46528440
I,4,자사몰,당시즌의류,레깅스,LG,414000,366930
I,4,자사몰,당시즌의류,맨투맨,MT,10519000,9502454
I,4,자사몰,당시즌의류,맨투맨셋트,S2,27123000,24354690
I,4,자사몰,당시즌의류,반팔카라티셔츠,TS,0,0
I,4,자사몰,당시즌의류,반팔티 & 스웨트팬츠,S1,3945000,3570190
I,4,자사몰,당시즌의류,스커트,SK,89000,98691
I,4,자사몰,당시즌의류,우븐팬츠,WP,2900000,2627690
I,4,자사몰,당시즌의류,점퍼,JP,-60000,-105220
I,4,자사몰,당시즌의류,진바지,DP,495000,456160
I,4,자사몰,당시즌의류,팬츠,PT,6236000,5593410
I,4,자사몰,당시즌의류,폴라폴리스점퍼,FD,875000,783820
I,4,자사몰,당시즌의류,폴로 티셔츠,PQ,158000,143350
I,4,자사몰,당시즌의류,후드티,HD,2680000,2430850
I,4,자사몰,차시즌의류,맨투맨,MT,177000,157050
I,4,자사몰,차시즌의류,점퍼,JP,219000,203050
I,4,자사몰,차시즌의류,후드티,HD,89000,66550
I,5,제휴몰,Acc_etc,PET,PE,5721000,5721000
I,5,제휴몰,Acc_etc,기타,ET,2865000,2865000
I,5,제휴몰,Acc_etc,머플러(스카프),MF,295000,295000
I,5,제휴몰,Acc_etc,양말,SO,1232000,1232000
I,5,제휴몰,Acc_etc,장갑,GL,1596000,1596000
I,5,제휴몰,Bag,가방,BG,1452000,1452000
I,5,제휴몰,Bag,백팩,BK,32095000,32095000
I,5,제휴몰,Bag,보조가방,UB,117000,117000
I,5,제휴몰,Bag,슬링백,SG,79000,79000
I,5,제휴몰,Bag,크로스백,CR,3203000,3203000
I,5,제휴몰,Bag,힙색,HS,236000,236000
I,5,제휴몰,Headwear,방한모,WM,22112000,22111980
I,5,제휴몰,Headwear,비니,BN,29466000,29466000
I,5,제휴몰,Headwear,선캡,SC,78000,78000
I,5,제휴몰,Headwear,와이어캡,WR,53000,53000
I,5,제휴몰,Headwear,운동모,CP,6018000,6018000
I,5,제휴몰,Headwear,햇,HT,122000,122000
I,5,제휴몰,Shoes,런닝화,RN,5889000,5889000
I,5,제휴몰,Shoes,방한화,WB,92385000,92384970
I,5,제휴몰,Shoes,스니커즈,SX,11490000,11490000
I,5,제휴몰,Shoes,신발,SH,12427000,12426990
I,5,제휴몰,과시즌의류,다운점퍼,DJ,23271000,11635500
I,5,제휴몰,과시즌의류,맨투맨셋트,S2,-149000,-149000
I,5,제휴몰,과시즌의류,점퍼,JP,438000,219000
I,5,제휴몰,당시즌의류,다운베스트,DV,427000,427000
I,5,제휴몰,당시즌의류,다운점퍼,DJ,215932000,215932010
I,5,제휴몰,당시즌의류,레깅스,LG,1262000,1262000
I,5,제휴몰,당시즌의류,맨투맨,MT,16979000,16979000
I,5,제휴몰,당시즌의류,맨투맨셋트,S2,41003000,41003010
I,5,제휴몰,당시즌의류,반팔카라티셔츠,TS,766000,766000
I,5,제휴몰,당시즌의류,반팔티 & 스웨트팬츠,S1,7671000,7671000
I,5,제휴몰,당시즌의류,방풍자켓,WJ,159000,159000
I,5,제휴몰,당시즌의류,스커트,SK,277000,277000
I,5,제휴몰,당시즌의류,우븐팬츠,WP,4849000,4849000
I,5,제휴몰,당시즌의류,원피스,OP,89000,89000
I,5,제휴몰,당시즌의류,점퍼,JP,677000,677000
I,5,제휴몰,당시즌의류,진바지,DP,1040000,1040000
I,5,제휴몰,당시즌의류,팬츠,PT,6914000,6914000
I,5,제휴몰,당시즌의류,폴라폴리스점퍼,FD,3745000,3745000
I,5,제휴몰,당시즌의류,후드티,HD,3285000,3285000
I,5,제휴몰,차시즌의류,맨투맨,MT,354000,354000
I,5,제휴몰,차시즌의류,맨투맨셋트,S2,109000,109000
I,5,제휴몰,차시즌의류,반팔티 & 스웨트팬츠,S1,268000,268000
I,5,제휴몰,차시즌의류,팬츠,PT,59000,59000
I,6,대리점,Acc_etc,PET,PE,357000,352700
I,6,대리점,Acc_etc,기타,ET,198000,165000
I,6,대리점,Acc_etc,양말,SO,1540600,1515590
I,6,대리점,Acc_etc,장갑,GL,1958000,1807170
I,6,대리점,Bag,가방,BG,231000,212480
I,6,대리점,Bag,백팩,BK,47042000,45654590
I,6,대리점,Bag,보조가방,UB,821000,799510
I,6,대리점,Bag,슬링백,SG,2212000,2111880
I,6,대리점,Bag,크로스백,CR,18299000,17732700
I,6,대리점,Headwear,방한모,WM,16474000,16111930
I,6,대리점,Headwear,비니,BN,21882000,21401850
I,6,대리점,Headwear,와이어캡,WR,245000,245000
I,6,대리점,Headwear,운동모,CP,13480000,13226660
I,6,대리점,Headwear,햇,HT,171000,140630
I,6,대리점,Shoes,런닝화,RN,16907000,16589300
I,6,대리점,Shoes,방한화,WB,54536000,53233900
I,6,대리점,Shoes,스니커즈,SX,14071000,13541340
I,6,대리점,Shoes,신발,SH,13204000,12859680
I,6,대리점,과시즌의류,맨투맨,MT,49000,49000
I,6,대리점,과시즌의류,반팔티 & 스웨트팬츠,S1,0,14900
I,6,대리점,당시즌의류,니트가디건,KC,338000,328030
I,6,대리점,당시즌의류,니트풀오버,KP,2085000,2057200
I,6,대리점,당시즌의류,다운베스트,DV,5251000,5080160
I,6,대리점,당시즌의류,다운점퍼,DJ,237864000,231511460
I,6,대리점,당시즌의류,레깅스,LG,1863000,1811160
I,6,대리점,당시즌의류,맨투맨,MT,27085000,26543810
I,6,대리점,당시즌의류,맨투맨셋트,S2,65892000,64255120
I,6,대리점,당시즌의류,반팔카라티셔츠,TS,98000,98000
I,6,대리점,당시즌의류,반팔티 & 스웨트팬츠,S1,6519000,6541980
I,6,대리점,당시즌의류,스커트,SK,584000,575100
I,6,대리점,당시즌의류,우븐팬츠,WP,9983000,9805100
I,6,대리점,당시즌의류,점퍼,JP,1454000,1138100
I,6,대리점,당시즌의류,진바지,DP,1694000,1654290
I,6,대리점,당시즌의류,팬츠,PT,9879000,9714760
I,6,대리점,당시즌의류,폴라폴리스점퍼,FD,4063000,3949680
I,6,대리점,당시즌의류,후드티,HD,9443000,9275040
I,6,대리점,차시즌의류,맨투맨,MT,588000,571240
I,6,대리점,차시즌의류,맨투맨셋트,S2,1308000,1305030
I,6,대리점,차시즌의류,반팔티 & 스웨트팬츠,S1,923000,903440
I,6,대리점,차시즌의류,팬츠,PT,531000,518000
I,6,대리점,차시즌의류,후드티,HD,0,0
I,8,사입,Acc_etc,고글,GG,89000,22250
I,8,사입,Acc_etc,기타,ET,34000,8500
I,8,사입,Acc_etc,머플러(스카프),MF,552000,149800
I,8,사입,Acc_etc,장갑,GL,1282000,320500
I,8,사입,Bag,크로스백,CR,0,0
I,8,사입,Headwear,방한모,WM,115761000,29297100
I,8,사입,Headwear,비니,BN,8737000,2448420
I,8,사입,Headwear,운동모,CP,16428000,4282300
I,8,사입,Headwear,햇,HT,54539000,13634620
I,8,사입,Shoes,방한화,WB,55281000,15691330
I,8,사입,Shoes,스니커즈,SX,5445000,1361250
I,8,사입,Shoes,신발,SH,9597000,2812380
I,8,사입,Shoes,캔버스화,CV,12727000,3181710
I,8,사입,과시즌의류,니트가디건,KC,-199000,-49750
I,8,사입,과시즌의류,다운베스트,DV,-139000,-41700
I,8,사입,과시즌의류,다운점퍼,DJ,191948000,47925200
I,8,사입,과시즌의류,맨투맨,MT,31706000,8542570
I,8,사입,과시즌의류,맨투맨셋트,S2,37668000,9416940
I,8,사입,과시즌의류,보드바지,BP,16377000,4094210
I,8,사입,과시즌의류,스커트,SK,-99000,-24750
I,8,사입,과시즌의류,우븐팬츠,WP,-99000,-24750
I,8,사입,과시즌의류,팬츠,PT,16353000,4905800
I,99,기타,Acc_etc,PET,PE,166000,0
I,99,기타,Acc_etc,고글,GG,89000,0
I,99,기타,Acc_etc,양말,SO,1240200,305950
I,99,기타,Acc_etc,장갑,GL,266000,29500
I,99,기타,Bag,가방,BG,0,0
I,99,기타,Bag,백팩,BK,15175000,719190
I,99,기타,Bag,버킷백,BM,89000,0
I,99,기타,Bag,보조가방,UB,1160000,0
I,99,기타,Bag,슬링백,SG,217000,0
I,99,기타,Bag,크로스백,CR,2696000,223600
I,99,기타,Bag,힙색,HS,98000,0
I,99,기타,Headwear,방한모,WM,1174000,408610
I,99,기타,Headwear,비니,BN,1823000,708400
I,99,기타,Headwear,선캡,SC,332000,0
I,99,기타,Headwear,와이어캡,WR,1824000,0
I,99,기타,Headwear,운동모,CP,16179000,576490
I,99,기타,Headwear,햇,HT,6309000,259700
I,99,기타,Shoes,런닝화,RN,99000,49500
I,99,기타,Shoes,뮬,MU,1721000,0
I,99,기타,Shoes,방한화,WB,19638000,870800
I,99,기타,Shoes,샌들,SD,3889000,0
I,99,기타,Shoes,스니커즈,SX,10315000,32500
I,99,기타,Shoes,슬리퍼,LP,195000,0
I,99,기타,Shoes,신발,SH,15102000,62300
I,99,기타,Shoes,캔버스화,CV,13973000,14730
I,99,기타,과시즌의류,나시티&반바지,S6,790000,0
I,99,기타,과시즌의류,니트가디건,KC,15018000,0
I,99,기타,과시즌의류,니트풀오버,KP,139000,0
I,99,기타,과시즌의류,다운베스트,DV,794000,0
