브랜드,유통채널,채널명,아이템_중분류,아이템소분류,아이템코드,판매금액(TAG가),실판매액
I,1,백화점,Acc_etc,PET,PE,450000,440000
I,1,백화점,Acc_etc,기타,ET,1719000,1608950
I,1,백화점,Acc_etc,머플러(스카프),MF,944000,855500
I,1,백화점,Acc_etc,양말,SO,4129400,4009310
I,1,백화점,Acc_etc,장갑,GL,5154000,5014720
I,1,백화점,Bag,가방,BG,759000,744260
I,1,백화점,Bag,백팩,BK,44513000,43182350
I,1,백화점,Bag,보조가방,UB,498000,494100
I,1,백화점,Bag,슬링백,SG,1185000,1161300
I,1,백화점,Bag,크로스백,CR,7065000,6877310
I,1,백화점,Bag,힙색,HS,0,0
I,1,백화점,Headwear,방한모,WM,39342000,38467460
I,1,백화점,Headwear,비니,BN,24751000,24063910
I,1,백화점,Headwear,와이어캡,WR,294000,274400
I,1,백화점,Headwear,운동모,CP,13483000,13134980
I,1,백화점,Headwear,햇,HT,171000,142100
I,1,백화점,Shoes,런닝화,RN,16588000,15791460
I,1,백화점,Shoes,방한화,WB,122078000,119390780
I,1,백화점,Shoes,스니커즈,SX,10230000,9474650
I,1,백화점,Shoes,신발,SH,18436000,17680100
I,1,백화점,과시즌의류,다운점퍼,DJ,66925000,33462500
I,1,백화점,과시즌의류,맨투맨,MT,237000,118500
I,1,백화점,과시즌의류,맨투맨셋트,S2,139000,69490
I,1,백화점,과시즌의류,팬츠,PT,237000,118500
I,1,백화점,당시즌의류,니트가디건,KC,1183000,1126220
I,1,백화점,당시즌의류,니트풀오버,KP,556000,556000
I,1,백화점,당시즌의류,다운베스트,DV,8111000,7491580
I,1,백화점,당시즌의류,다운점퍼,DJ,309492000,296806950
I,1,백화점,당시즌의류,레깅스,LG,2415000,2289680
I,1,백화점,당시즌의류,맨투맨,MT,41324000,39539950
I,1,백화점,당시즌의류,맨투맨셋트,S2,81829000,78662230
I,1,백화점,당시즌의류,반팔카라티셔츠,TS,372000,342600
I,1,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,6360000,6102160
I,1,백화점,당시즌의류,방풍자켓,WJ,1151000,1059700
I,1,백화점,당시즌의류,스커트,SK,653000,614400
I,1,백화점,당시즌의류,우븐셔츠,WS,-159000,-159000
I,1,백화점,당시즌의류,우븐팬츠,WP,18633000,17860130
I,1,백화점,당시즌의류,원피스,OP,0,0
I,1,백화점,당시즌의류,점퍼,JP,-1593000,-1877670
I,1,백화점,당시즌의류,진바지,DP,6052000,5848840
I,1,백화점,당시즌의류,팬츠,PT,19264000,18485030
I,1,백화점,당시즌의류,폴라폴리스점퍼,FD,5724000,5422920
I,1,백화점,당시즌의류,폴로 티셔츠,PQ,237000,237000
I,1,백화점,당시즌의류,후드티,HD,10385000,9906370
I,11,직영몰,Acc_etc,PET,PE,1197000,1170100
I,11,직영몰,Acc_etc,기타,ET,132000,132000
I,11,직영몰,Acc_etc,양말,SO,174600,174600
I,11,직영몰,Acc_etc,장갑,GL,820000,820000
I,11,직영몰,Bag,가방,BG,66000,66000
I,11,직영몰,Bag,백팩,BK,4945000,4844540
I,11,직영몰,Bag,보조가방,UB,88000,88000
I,11,직영몰,Bag,슬링백,SG,237000,237000
I,11,직영몰,Bag,크로스백,CR,649000,649000
I,11,직영몰,Headwear,방한모,WM,3354000,3325500
I,11,직영몰,Headwear,비니,BN,3576000,3508740
I,11,직영몰,Headwear,와이어캡,WR,196000,196000
