브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,9291600,8809330,8008483,5106895,2662070,2444825
I,1.0,백화점,Acc_etc,머플러(스카프),MF,10213000,9480810,8618941,5480633,1997912,3482721
I,1.0,백화점,Acc_etc,양말,SO,12390600,11575430,10523083,6706166,2985775,3720391
I,1.0,백화점,Acc_etc,장갑,GL,17221000,16250390,14773044,9386279,4206459,5179820
I,1.0,백화점,Bag,가방,BG,2673000,2527420,2297682,1454589,673048,781541
I,1.0,백화점,Bag,백팩,BK,491513000,425587500,386898283,246649901,110390004,136259897
I,1.0,백화점,Bag,보조가방,UB,9261000,8685380,7895803,5046352,2298104,2748248
I,1.0,백화점,Bag,슬링백,SG,6557000,6108200,5552903,3638951,1438334,2200617
I,1.0,백화점,Bag,크로스백,CR,738168000,718037480,652761281,412584508,186553625,226030883
I,1.0,백화점,Bag,힙색,HS,649000,603810,548917,348288,127513,220775
I,1.0,백화점,Headwear,방한모,WM,87183000,81664790,74240516,47353123,17180874,30172249
I,1.0,백화점,Headwear,비니,BN,101773000,95882630,87166253,55377526,22710125,32667401
I,1.0,백화점,Headwear,와이어캡,WR,784000,736180,669256,424618,152706,271912
I,1.0,백화점,Headwear,운동모,CP,84782000,79403460,72184916,45963477,18326895,27636582
I,1.0,백화점,Headwear,햇,HT,944000,842480,765891,480904,208915,271989
I,1.0,백화점,Shoes,런닝화,RN,53677000,50362890,45784459,29205390,13030230,16175160
I,1.0,백화점,Shoes,방한화,WB,458300000,430519910,391381342,249852056,112897720,136954336
I,1.0,백화점,Shoes,스니커즈,SX,19727000,18503670,16821519,10725984,4493581,6232403
I,1.0,백화점,Shoes,신발,SH,81011000,75302040,68456367,43563226,18908636,24654590
I,1.0,백화점,과시즌의류,다운점퍼,DJ,25213000,12644710,11495206,7241449,4208802,3032647
I,1.0,백화점,과시즌의류,맨투맨,MT,1416000,708000,643632,405480,238320,167160
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,874000,823030,748201,476821,204178,272643
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,696000,248980,226362,142608,94404,48204
I,1.0,백화점,과시즌의류,베이비,BV,1534000,1481190,1346534,855646,462436,393210
I,1.0,백화점,과시즌의류,스윔웨어,SW,-169000,-169000,-153636,-96791,-49222,-47569
I,1.0,백화점,과시즌의류,우븐반바지,SM,147000,117600,106908,67353,31863,35490
I,1.0,백화점,당시즌의류,다운베스트,DV,29663000,26578980,24162694,15347357,8188144,7159213
I,1.0,백화점,당시즌의류,다운점퍼,DJ,826414000,771229490,701117546,446709103,210835883,235873220
I,1.0,백화점,당시즌의류,레깅스,LG,3318000,3068370,2789418,1769048,944823,824225
I,1.0,백화점,당시즌의류,맨투맨,MT,161472000,150238950,136580706,86881093,45131548,41749545
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,233109000,217265470,197513903,125872011,64353901,61518110
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,3910000,3531420,3210359,2027463,1093834,933629
I,1.0,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,2862000,2548430,2316743,1468937,803881,665056
I,1.0,백화점,당시즌의류,방풍자켓,WJ,139000,72170,65611,41335,35811,5524
I,1.0,백화점,당시즌의류,스커트,SK,89000,89000,80909,50973,25049,25924
I,1.0,백화점,당시즌의류,우븐팬츠,WP,89183000,82457630,74961497,47713473,23349689,24363784
I,1.0,백화점,당시즌의류,점퍼,JP,9578000,8746910,7951740,5029866,2503162,2526704
I,1.0,백화점,당시즌의류,진바지,DP,32416000,29954930,27231703,17321990,7947004,9374986
I,1.0,백화점,당시즌의류,패딩,PD,7473000,7075630,6432391,4072291,2131977,1940314
I,1.0,백화점,당시즌의류,팬츠,PT,82535000,76893370,69903067,44553908,22607276,21946632
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,9591000,8755650,7959692,5065658,2675752,2389906
I,1.0,백화점,당시즌의류,후드티,HD,35337000,32833520,29848636,19014551,9988239,9026312
I,1.0,백화점,차시즌의류,맨투맨,MT,8987000,8394980,7631782,4851052,2020088,2830964
I,1.0,백화점,차시즌의류,맨투맨셋트,S2,14291000,13227950,12025409,7649884,3221484,4428400
I,1.0,백화점,차시즌의류,점퍼,JP,19167000,17759920,16145372,10267592,4127018,6140574
