브랜드,유통채널,채널명,아이템_중분류,아이템소분류,아이템코드,판매금액(TAG가),실판매액
I,1,백화점,Acc_etc,PET,PE,2499000,2458980
I,1,백화점,Acc_etc,기타,ET,2183000,2143130
I,1,백화점,Acc_etc,머플러(스카프),MF,2242000,1855340
I,1,백화점,Acc_etc,양말,SO,10000100,9658090
I,1,백화점,Acc_etc,장갑,GL,6933000,6801790
I,1,백화점,Bag,가방,BG,4521000,4461360
I,1,백화점,Bag,백팩,BK,504643000,474854740
I,1,백화점,Bag,보조가방,UB,5293000,5164230
I,1,백화점,Bag,슬링백,SG,4503000,4360270
I,1,백화점,Bag,크로스백,CR,76255000,69039760
I,1,백화점,Bag,힙색,HS,472000,433700
I,1,백화점,Headwear,방한모,WM,29234000,28203170
I,1,백화점,Headwear,비니,BN,41723000,40542460
I,1,백화점,Headwear,와이어캡,WR,2989000,2917150
I,1,백화점,Headwear,운동모,CP,86138000,84188530
I,1,백화점,Headwear,햇,HT,5133000,4707330
I,1,백화점,Shoes,런닝화,RN,49911000,47767890
I,1,백화점,Shoes,방한화,WB,58076000,56599680
I,1,백화점,Shoes,스니커즈,SX,63509000,60621900
I,1,백화점,Shoes,신발,SH,146152000,141667580
I,1,백화점,과시즌의류,다운점퍼,DJ,52515000,26193700
I,1,백화점,과시즌의류,맨투맨,MT,425000,220390
I,1,백화점,과시즌의류,맨투맨셋트,S2,182573000,98354700
I,1,백화점,과시즌의류,방풍자켓,WJ,3475000,1737460
I,1,백화점,과시즌의류,보드바지,BP,1272000,635980
I,1,백화점,과시즌의류,팬츠,PT,316000,197500
I,1,백화점,당시즌의류,니트가디건,KC,507000,354900
I,1,백화점,당시즌의류,니트풀오버,KP,3614000,3525350
I,1,백화점,당시즌의류,다운베스트,DV,17065000,15856410
I,1,백화점,당시즌의류,다운점퍼,DJ,397898000,375740610
I,1,백화점,당시즌의류,레깅스,LG,4830000,4660710
I,1,백화점,당시즌의류,맨투맨,MT,45274000,42789500
I,1,백화점,당시즌의류,맨투맨셋트,S2,117981000,113128040
I,1,백화점,당시즌의류,반팔카라티셔츠,TS,1460000,1415900
I,1,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,11756000,11350240
I,1,백화점,당시즌의류,방풍자켓,WJ,0,0
I,1,백화점,당시즌의류,스커트,SK,-287000,-296900
I,1,백화점,당시즌의류,우븐팬츠,WP,22319000,21208680
I,1,백화점,당시즌의류,원피스,OP,-89000,-89000
I,1,백화점,당시즌의류,점퍼,JP,3804000,3472300
I,1,백화점,당시즌의류,진바지,DP,7131000,6746840
I,1,백화점,당시즌의류,팬츠,PT,23806000,22301860
I,1,백화점,당시즌의류,폴라폴리스점퍼,FD,11267000,10412180
I,1,백화점,당시즌의류,폴로 티셔츠,PQ,79000,79000
I,1,백화점,당시즌의류,후드티,HD,13285000,12509380
I,1,백화점,차시즌의류,맨투맨,MT,81620000,78911480
I,1,백화점,차시즌의류,맨투맨셋트,S2,139928000,135618710
I,1,백화점,차시즌의류,반팔카라티셔츠,TS,758000,739300
I,1,백화점,차시즌의류,반팔티 & 스웨트팬츠,S1,30137000,29096140
I,1,백화점,차시즌의류,방풍자켓,WJ,7950000,7766280
I,1,백화점,차시즌의류,스커트,SK,4798000,4707900
I,1,백화점,차시즌의류,우븐셔츠,WS,2721000,2665490
I,1,백화점,차시즌의류,우븐팬츠,WP,3391000,3252550
I,1,백화점,차시즌의류,원피스,OP,655000,629260
I,1,백화점,차시즌의류,점퍼,JP,124381000,119771800
I,1,백화점,차시즌의류,진바지,DP,13217000,12895970
I,1,백화점,차시즌의류,진자켓,DK,9752000,9398230
I,1,백화점,차시즌의류,팬츠,PT,41655000,40318960
I,1,백화점,차시즌의류,폴로 티셔츠,PQ,2492000,2422880
I,1,백화점,차시즌의류,후드티,HD,18425000,17816490
I,11,직영몰,Acc_etc,PET,PE,3423000,3356000
I,11,직영몰,Acc_etc,머플러(스카프),MF,59000,59000
I,11,직영몰,Acc_etc,양말,SO,715100,709200
I,11,직영몰,Acc_etc,장갑,GL,616000,611100
I,11,직영몰,Bag,가방,BG,165000,165000
I,11,직영몰,Bag,백팩,BK,57724000,55313300
I,11,직영몰,Bag,보조가방,UB,625000,614400
I,11,직영몰,Bag,슬링백,SG,553000,553000
I,11,직영몰,Bag,크로스백,CR,4571000,4516430
I,11,직영몰,Headwear,방한모,WM,2529000,2488110
I,11,직영몰,Headwear,비니,BN,5157000,5133700
I,11,직영몰,Headwear,와이어캡,WR,784000,784000
I,11,직영몰,Headwear,운동모,CP,14124000,14071910
I,11,직영몰,Headwear,햇,HT,256000,256000
I,11,직영몰,Shoes,런닝화,RN,5701000,5671200
I,11,직영몰,Shoes,방한화,WB,4374000,4249540
I,11,직영몰,Shoes,스니커즈,SX,11380000,11295800
I,11,직영몰,Shoes,신발,SH,15861000,15792730
I,11,직영몰,과시즌의류,맨투맨,MT,0,0
I,11,직영몰,당시즌의류,니트가디건,KC,338000,338000
I,11,직영몰,당시즌의류,니트풀오버,KP,834000,788000
I,11,직영몰,당시즌의류,다운베스트,DV,646000,629100
I,11,직영몰,당시즌의류,다운점퍼,DJ,19533000,18855290
I,11,직영몰,당시즌의류,레깅스,LG,483000,469200
I,11,직영몰,당시즌의류,맨투맨,MT,3475000,3380650
I,11,직영몰,당시즌의류,맨투맨셋트,S2,5649000,5649000
I,11,직영몰,당시즌의류,반팔카라티셔츠,TS,196000,196000
I,11,직영몰,당시즌의류,반팔티 & 스웨트팬츠,S1,477000,461100
I,11,직영몰,당시즌의류,방풍자켓,WJ,159000,159000
I,11,직영몰,당시즌의류,스커트,SK,188000,188000
I,11,직영몰,당시즌의류,우븐팬츠,WP,1406000,1376300
I,11,직영몰,당시즌의류,진바지,DP,812000,802000
I,11,직영몰,당시즌의류,팬츠,PT,1629000,1582720
I,11,직영몰,당시즌의류,폴라폴리스점퍼,FD,0,0
I,11,직영몰,당시즌의류,후드티,HD,950000,931100
I,11,직영몰,차시즌의류,맨투맨,MT,6581000,6439780
I,11,직영몰,차시즌의류,맨투맨셋트,S2,12548000,12415840
I,11,직영몰,차시즌의류,반팔티 & 스웨트팬츠,S1,3822000,3809100
I,11,직영몰,차시즌의류,방풍자켓,WJ,636000,636000
I,11,직영몰,차시즌의류,스커트,SK,661000,661000
I,11,직영몰,차시즌의류,우븐셔츠,WS,417000,417000
I,11,직영몰,차시즌의류,우븐팬츠,WP,613000,575000
I,11,직영몰,차시즌의류,원피스,OP,139000,139000
I,11,직영몰,차시즌의류,점퍼,JP,13770000,13589310
I,11,직영몰,차시즌의류,진바지,DP,1198000,1198000
I,11,직영몰,차시즌의류,진자켓,DK,695000,695000
I,11,직영몰,차시즌의류,팬츠,PT,3094000,3056950
I,11,직영몰,차시즌의류,폴로 티셔츠,PQ,356000,356000
I,11,직영몰,차시즌의류,후드티,HD,1296000,1294020
I,2,면세점,Acc_etc,머플러(스카프),MF,3363000,3363010
I,2,면세점,Acc_etc,양말,SO,1557100,1557130
I,2,면세점,Bag,백팩,BK,160149000,160105190
I,2,면세점,Bag,보조가방,UB,49000,49000
I,2,면세점,Bag,크로스백,CR,316239000,316238790
I,2,면세점,Headwear,방한모,WM,6785000,6785000
I,2,면세점,Headwear,비니,BN,38313000,38313000
I,2,면세점,Headwear,운동모,CP,68598000,68597990
I,2,면세점,Headwear,햇,HT,138000,138000
I,2,면세점,Shoes,런닝화,RN,33978000,33978000
I,2,면세점,Shoes,방한화,WB,5759000,5759000
I,2,면세점,Shoes,스니커즈,SX,73562000,73562000
I,2,면세점,Shoes,신발,SH,37212000,37212000
I,2,면세점,당시즌의류,다운베스트,DV,5976000,5976000
I,2,면세점,당시즌의류,다운점퍼,DJ,187226000,187226000
I,2,면세점,당시즌의류,맨투맨,MT,16042000,16042000
I,2,면세점,당시즌의류,맨투맨셋트,S2,13455000,13455000
I,2,면세점,당시즌의류,반팔티 & 스웨트팬츠,S1,159000,159000
I,2,면세점,당시즌의류,방풍자켓,WJ,318000,318000
I,2,면세점,당시즌의류,우븐팬츠,WP,1515000,1515000
I,2,면세점,당시즌의류,진바지,DP,238000,238000
I,2,면세점,당시즌의류,팬츠,PT,6960000,6960000
I,2,면세점,당시즌의류,폴라폴리스점퍼,FD,3933000,3933000
I,2,면세점,당시즌의류,후드티,HD,2433000,2433000
I,2,면세점,차시즌의류,맨투맨,MT,22981000,22981000
I,2,면세점,차시즌의류,맨투맨셋트,S2,18966000,18965940
I,2,면세점,차시즌의류,반팔카라티셔츠,TS,439000,439000
I,2,면세점,차시즌의류,반팔티 & 스웨트팬츠,S1,13932000,13932010
I,2,면세점,차시즌의류,방풍자켓,WJ,318000,318000
I,2,면세점,차시즌의류,우븐팬츠,WP,79000,79000
I,2,면세점,차시즌의류,점퍼,JP,11695000,11694990
I,2,면세점,차시즌의류,진바지,DP,99000,99000
I,2,면세점,차시즌의류,진자켓,DK,139000,139000
I,2,면세점,차시즌의류,팬츠,PT,5688000,5688000
I,3,직영점(가두),Acc_etc,PET,PE,900000,873270
I,3,직영점(가두),Acc_etc,기타,ET,236000,236000
