브랜드,유통채널,채널명,아이템_중분류,아이템소분류,아이템코드,판매금액(TAG가),실판매액
I,1,백화점,Acc_etc,PET,PE,1357000,1336980
I,1,백화점,Acc_etc,기타,ET,1232000,1205710
I,1,백화점,Acc_etc,머플러(스카프),MF,1534000,1288940
I,1,백화점,Acc_etc,양말,SO,3898700,3760270
I,1,백화점,Acc_etc,장갑,GL,3226000,3152940
I,1,백화점,Bag,가방,BG,2376000,2369400
I,1,백화점,Bag,백팩,BK,237409000,232587530
I,1,백화점,Bag,보조가방,UB,2344000,2282580
I,1,백화점,Bag,슬링백,SG,2133000,2069170
I,1,백화점,Bag,크로스백,CR,47344000,41805100
I,1,백화점,Bag,힙색,HS,118000,118000
I,1,백화점,Headwear,방한모,WM,21235000,20499760
I,1,백화점,Headwear,비니,BN,24539000,23823730
I,1,백화점,Headwear,와이어캡,WR,1127000,1082900
I,1,백화점,Headwear,운동모,CP,34681000,33846880
I,1,백화점,Headwear,햇,HT,118000,118000
I,1,백화점,Shoes,런닝화,RN,22160000,20917230
I,1,백화점,Shoes,방한화,WB,42593000,41457530
I,1,백화점,Shoes,스니커즈,SX,28139000,26681240
I,1,백화점,Shoes,신발,SH,57215000,55392120
I,1,백화점,과시즌의류,다운점퍼,DJ,33588000,16730200
I,1,백화점,과시즌의류,맨투맨,MT,336000,199600
I,1,백화점,과시즌의류,맨투맨셋트,S2,1161000,580500
I,1,백화점,과시즌의류,보드바지,BP,636000,318000
I,1,백화점,과시즌의류,팬츠,PT,237000,165900
I,1,백화점,당시즌의류,니트가디건,KC,169000,50700
I,1,백화점,당시즌의류,니트풀오버,KP,1251000,1197620
I,1,백화점,당시즌의류,다운베스트,DV,9383000,8638030
I,1,백화점,당시즌의류,다운점퍼,DJ,229765000,216739390
I,1,백화점,당시즌의류,레깅스,LG,2898000,2790720
I,1,백화점,당시즌의류,맨투맨,MT,27188000,25545900
I,1,백화점,당시즌의류,맨투맨셋트,S2,63887000,60771810
I,1,백화점,당시즌의류,반팔카라티셔츠,TS,421000,411200
I,1,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,5406000,5201700
I,1,백화점,당시즌의류,방풍자켓,WJ,0,0
I,1,백화점,당시즌의류,스커트,SK,-287000,-296900
I,1,백화점,당시즌의류,우븐팬츠,WP,15029000,14241580
I,1,백화점,당시즌의류,원피스,OP,-89000,-89000
I,1,백화점,당시즌의류,점퍼,JP,3565000,3233300
I,1,백화점,당시즌의류,진바지,DP,3565000,3405230
I,1,백화점,당시즌의류,팬츠,PT,14502000,13647980
I,1,백화점,당시즌의류,폴라폴리스점퍼,FD,6399000,5807390
I,1,백화점,당시즌의류,폴로 티셔츠,PQ,79000,79000
I,1,백화점,당시즌의류,후드티,HD,7109000,6687280
I,1,백화점,차시즌의류,맨투맨,MT,17867000,17279060
I,1,백화점,차시즌의류,맨투맨셋트,S2,47186000,45636440
I,1,백화점,차시즌의류,반팔티 & 스웨트팬츠,S1,7533000,7131620
I,1,백화점,차시즌의류,스커트,SK,1371000,1320710
I,1,백화점,차시즌의류,우븐셔츠,WS,278000,264100
I,1,백화점,차시즌의류,우븐팬츠,WP,445000,427200
I,1,백화점,차시즌의류,점퍼,JP,34685000,33281520
I,1,백화점,차시즌의류,진바지,DP,594000,594000
I,1,백화점,차시즌의류,진자켓,DK,278000,278000
I,1,백화점,차시즌의류,팬츠,PT,11330000,10981490
I,1,백화점,차시즌의류,후드티,HD,7120000,6896640
I,11,직영몰,Acc_etc,PET,PE,2186000,2119000
I,11,직영몰,Acc_etc,머플러(스카프),MF,59000,59000
I,11,직영몰,Acc_etc,양말,SO,191300,187440
I,11,직영몰,Acc_etc,장갑,GL,201000,201000
I,11,직영몰,Bag,가방,BG,66000,66000
I,11,직영몰,Bag,백팩,BK,27949000,27864400
I,11,직영몰,Bag,보조가방,UB,215000,215000
I,11,직영몰,Bag,슬링백,SG,316000,316000
I,11,직영몰,Bag,크로스백,CR,2000000,2000000
I,11,직영몰,Headwear,방한모,WM,1400000,1375970
I,11,직영몰,Headwear,비니,BN,2706000,2706000
I,11,직영몰,Headwear,와이어캡,WR,343000,343000
I,11,직영몰,Headwear,운동모,CP,4904000,4895800
I,11,직영몰,Headwear,햇,HT,69000,69000
I,11,직영몰,Shoes,런닝화,RN,2484000,2464100
I,11,직영몰,Shoes,방한화,WB,3058000,2943440
I,11,직영몰,Shoes,스니커즈,SX,3905000,3888300
I,11,직영몰,Shoes,신발,SH,6186000,6123630
I,11,직영몰,과시즌의류,맨투맨,MT,0,0
I,11,직영몰,당시즌의류,니트가디건,KC,169000,169000
I,11,직영몰,당시즌의류,니트풀오버,KP,139000,93000
