브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,7887011,7831495,7119534,4609595,2246367,2363228
I,1.0,백화점,Acc_etc,머플러(스카프),MF,7450623,7136877,6488090,4122047,1410575,2711472
I,1.0,백화점,Acc_etc,양말,SO,5681183,5541259,5037475,3217246,1318768,1898478
I,1.0,백화점,Acc_etc,장갑,GL,7487989,7371993,6701816,4269815,1726584,2543231
I,1.0,백화점,Bag,가방,BG,1012900,992789,902533,575337,255039,320298
I,1.0,백화점,Bag,백팩,BK,75317616,65682438,59711398,38073296,18018573,20054723
I,1.0,백화점,Bag,보조가방,UB,2484875,2362073,2147353,1362842,617065,745777
I,1.0,백화점,Bag,슬링백,SG,843416,815165,741067,483691,185007,298684
I,1.0,백화점,Bag,크로스백,CR,158783808,155124235,141022008,88952754,40239499,48713255
I,1.0,백화점,Bag,힙색,HS,157473,157473,143157,90190,30940,59250
I,1.0,백화점,Headwear,방한모,WM,72222865,70364373,63967421,40791609,15050229,25741380
I,1.0,백화점,Headwear,비니,BN,83220641,81170965,73791734,47117351,18164573,28952778
I,1.0,백화점,Headwear,와이어캡,WR,1700178,1645396,1495822,981555,335322,646233
I,1.0,백화점,Headwear,운동모,CP,85397242,83828941,76207968,48731505,18451093,30280412
I,1.0,백화점,Headwear,햇,HT,1361210,1329715,1208823,768428,277425,491003
I,1.0,백화점,Shoes,런닝화,RN,71649021,70233803,63848893,40851206,17443943,23407263
I,1.0,백화점,Shoes,방한화,WB,341175267,324314973,294831171,188260078,85066201,103193877
I,1.0,백화점,Shoes,샌들,SD,381673,268906,244465,154013,85700,68313
I,1.0,백화점,Shoes,스니커즈,SX,20655694,20329204,18481081,11813530,4928327,6885203
I,1.0,백화점,Shoes,신발,SH,104943950,103086686,93715068,59717381,24905765,34811616
I,1.0,백화점,과시즌의류,다운점퍼,DJ,117724644,58453799,53139989,33475587,21327881,12147706
I,1.0,백화점,과시즌의류,맨투맨,MT,5252669,3166148,2878302,1823118,1003222,819896
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,8893238,6622273,6020238,3806465,1229973,2576492
I,1.0,백화점,과시즌의류,반바지,SP,459075,459075,417338,267096,106472,160624
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,12892794,11751379,10683052,6825259,2894293,3930966
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,5474199,4568341,4153134,2650698,1284500,1366198
I,1.0,백화점,과시즌의류,방풍자켓,WJ,3583185,3535583,3214177,2057071,903451,1153620
I,1.0,백화점,과시즌의류,베이비,BV,1810943,1789110,1626455,1027536,545923,481613
I,1.0,백화점,과시즌의류,스윔웨어,SW,621886,621886,565352,361824,159119,202705
I,1.0,백화점,과시즌의류,스커트,SK,1145018,1145018,1040921,665349,311464,353885
I,1.0,백화점,과시즌의류,우븐반바지,SM,3649911,3307607,3006913,1924417,810275,1114142
I,1.0,백화점,과시즌의류,우븐팬츠,WP,316281,316281,287529,184018,77601,106417
I,1.0,백화점,과시즌의류,원피스,OP,685943,685943,623584,399092,156701,242391
I,1.0,백화점,과시즌의류,점퍼,JP,770018,623901,567171,361660,168422,193238
I,1.0,백화점,과시즌의류,팬츠,PT,500445,500445,454954,291169,113728,177441
I,1.0,백화점,과시즌의류,후드티,HD,118772,118772,107975,69104,30246,38858
I,1.0,백화점,당시즌의류,니트가디건,KC,1590747,1522633,1384213,873135,426886,446249
I,1.0,백화점,당시즌의류,다운베스트,DV,71943950,69288443,62989441,40079620,19932743,20146877
I,1.0,백화점,당시즌의류,다운점퍼,DJ,1070161922,1020626544,927842042,591527732,275364032,316163700
I,1.0,백화점,당시즌의류,레깅스,LG,6009342,5808163,5280140,3384172,1711196,1672976
I,1.0,백화점,당시즌의류,맨투맨,MT,219633897,213911023,194464401,123783745,61052645,62731100
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,289960409,283286650,257533241,164038423,80530649,83507774
