브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,8668600,8194810,7449829,4751705,2480119,2271586
I,1.0,백화점,Acc_etc,머플러(스카프),MF,10018000,9296730,8451595,5374662,1962338,3412324
I,1.0,백화점,Acc_etc,양말,SO,11035000,10293310,9357517,5963239,2671820,3291419
I,1.0,백화점,Acc_etc,장갑,GL,16631000,15713210,14284699,9077724,4069736,5007988
I,1.0,백화점,Bag,가방,BG,2343000,2203330,2003054,1268373,589954,678419
I,1.0,백화점,Bag,백팩,BK,433739000,375389870,341263972,217562702,97447660,120115042
I,1.0,백화점,Bag,보조가방,UB,8722000,8190110,7445559,4761435,2164351,2597084
I,1.0,백화점,Bag,슬링백,SG,6557000,6108200,5552903,3638951,1438334,2200617
I,1.0,백화점,Bag,크로스백,CR,708998000,689070530,626427692,395977887,179215118,216762769
I,1.0,백화점,Bag,힙색,HS,649000,603810,548917,348288,127513,220775
I,1.0,백화점,Headwear,방한모,WM,81010000,75930910,69027925,44032031,15981803,28050228
I,1.0,백화점,Headwear,비니,BN,95764000,90196670,81997179,52094861,21345553,30749308
I,1.0,백화점,Headwear,와이어캡,WR,735000,687180,624711,396109,143042,253067
I,1.0,백화점,Headwear,운동모,CP,78808000,73769250,67062911,42694193,17022541,25671652
I,1.0,백화점,Headwear,햇,HT,1003000,901480,819527,516304,223406,292898
I,1.0,백화점,Shoes,런닝화,RN,48885000,45825070,41659176,26582429,11850204,14732225
I,1.0,백화점,Shoes,방한화,WB,444414000,417622430,379656405,242339628,109513125,132826503
I,1.0,백화점,Shoes,스니커즈,SX,18291000,17154410,15594921,9944773,4175787,5768986
I,1.0,백화점,Shoes,신발,SH,74776000,69437890,63125304,40170995,17467328,22703667
I,1.0,백화점,과시즌의류,다운점퍼,DJ,24615000,12345710,11223388,7070203,4109068,2961135
I,1.0,백화점,과시즌의류,맨투맨,MT,1416000,708000,643632,405480,238320,167160
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,841000,806030,732746,466930,196415,270515
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,696000,248980,226362,142608,94404,48204
I,1.0,백화점,과시즌의류,베이비,BV,1357000,1304190,1185624,752127,409078,343049
I,1.0,백화점,과시즌의류,스윔웨어,SW,-169000,-169000,-153636,-96791,-49222,-47569
I,1.0,백화점,과시즌의류,우븐반바지,SM,147000,117600,106908,67353,31863,35490
I,1.0,백화점,당시즌의류,다운베스트,DV,28452000,25505290,23186613,14692956,7856779,6836177
I,1.0,백화점,당시즌의류,다운점퍼,DJ,786807000,734576280,667796442,425472079,200701721,224770358
I,1.0,백화점,당시즌의류,레깅스,LG,3239000,2996420,2724009,1727840,922327,805513
I,1.0,백화점,당시즌의류,맨투맨,MT,152387000,141656090,128778102,81936419,42557370,39379049
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,217511000,202908860,184462465,117544992,60067965,57477027
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,3637000,3280180,2981959,1883570,1020521,863049
I,1.0,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,2862000,2548430,2316743,1468937,803881,665056
I,1.0,백화점,당시즌의류,방풍자켓,WJ,139000,72170,65611,41335,35811,5524
I,1.0,백화점,당시즌의류,스커트,SK,89000,89000,80909,50973,25049,25924
I,1.0,백화점,당시즌의류,우븐팬츠,WP,86964000,80563750,73239786,46622011,22751874,23870137
I,1.0,백화점,당시즌의류,점퍼,JP,8803000,8032120,7301929,4619231,2300730,2318501
I,1.0,백화점,당시즌의류,진바지,DP,31048000,28710060,26100007,16602669,7612924,8989745
I,1.0,백화점,당시즌의류,패딩,PD,6996000,6639520,6035928,3819857,1995892,1823965
I,1.0,백화점,당시즌의류,팬츠,PT,77674000,72327890,65752628,41920453,21271636,20648817
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,8896000,8133850,7394410,4707219,2481857,2225362
I,1.0,백화점,당시즌의류,후드티,HD,34337000,31955870,29050776,18487988,9721460,8766528
I,1.0,백화점,차시즌의류,맨투맨,MT,6340000,5889900,5354441,3399502,1426210,1973292
I,1.0,백화점,차시즌의류,맨투맨셋트,S2,8662000,7890900,7173551,4569076,1932248,2636828
I,1.0,백화점,차시즌의류,점퍼,JP,11843000,10781240,9801119,6243077,2542850,3700227
I,1.0,백화점,차시즌의류,진바지,DP,763000,732520,665927,420524,203392,217132
I,1.0,백화점,차시즌의류,팬츠,PT,2638000,2473160,2248318,1427566,522692,904874
I,1.0,백화점,차시즌의류,후드티,HD,4733000,4455110,4050096,2566026,1031742,1534284
I,2.0,면세점,Acc_etc,기타,ET,583000,583000,529999,317997,164922,153075
