브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,4582749,4239747,3854311,2437511,1330581,1106930
I,1.0,백화점,Acc_etc,머플러(스카프),MF,2823472,2466079,2241899,1422856,571896,850960
I,1.0,백화점,Acc_etc,양말,SO,8223321,7639262,6944744,4434604,1934072,2500532
I,1.0,백화점,Acc_etc,장갑,GL,5366850,5092165,4629254,2939864,1295731,1644133
I,1.0,백화점,Bag,가방,BG,2868544,2742631,2493293,1581165,722284,858881
I,1.0,백화점,Bag,백팩,BK,838839962,690099820,627364273,399726410,190284928,209441482
I,1.0,백화점,Bag,보조가방,UB,15381000,14311718,13010669,8298395,3816775,4481620
I,1.0,백화점,Bag,슬링백,SG,1144520,1102989,1002716,663965,251056,412909
I,1.0,백화점,Bag,크로스백,CR,1359580568,1319897766,1199907213,758535153,369552074,388983079
I,1.0,백화점,Bag,힙색,HS,1044717,972778,884341,557914,205264,352650
I,1.0,백화점,Headwear,방한모,WM,40698882,38624274,35112924,22375623,7921994,14453629
I,1.0,백화점,Headwear,비니,BN,60994397,56919003,51744476,32890596,13473992,19416604
I,1.0,백화점,Headwear,와이어캡,WR,788769,765911,696290,438591,150413,288178
I,1.0,백화점,Headwear,운동모,CP,87245924,82602729,75093052,47850024,18701897,29148127
I,1.0,백화점,Headwear,햇,HT,701844,674317,613011,386198,134052,252146
I,1.0,백화점,Shoes,런닝화,RN,77864399,73853186,67139152,42822690,18989876,23832814
I,1.0,백화점,Shoes,방한화,WB,74802687,68978463,62707584,39905911,17931263,21974648
I,1.0,백화점,Shoes,스니커즈,SX,27811359,25806195,23460157,14936182,6257973,8678209
I,1.0,백화점,Shoes,신발,SH,66519000,62306876,56642620,36126572,15542044,20584528
I,1.0,백화점,과시즌의류,다운점퍼,DJ,4972466,2486233,2260209,1423936,767543,656393
I,1.0,백화점,과시즌의류,맨투맨,MT,474871,237436,215849,135982,73879,62103
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,0,0,0,0,0,0
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,2284211,2061199,1873821,1182396,537359,645037
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,719551,359759,327067,206052,110864,95188
I,1.0,백화점,과시즌의류,베이비,BV,2659279,2561343,2328487,1518563,801660,716903
I,1.0,백화점,당시즌의류,다운베스트,DV,14173700,13207731,12007031,7610757,3888573,3722184
I,1.0,백화점,당시즌의류,다운점퍼,DJ,415410941,381090836,346446128,220651535,106171604,114479931
I,1.0,백화점,당시즌의류,레깅스,LG,1526027,1320464,1200418,762867,434547,328320
I,1.0,백화점,당시즌의류,맨투맨,MT,64545468,59435129,54031810,34308539,18111173,16197366
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,105171911,98675817,89705243,57179284,29067066,28112218
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,1601684,1466016,1332735,841335,433359,407976
I,1.0,백화점,당시즌의류,우븐팬츠,WP,39750749,36687379,33352126,21218399,10401907,10816492
I,1.0,백화점,당시즌의류,점퍼,JP,5052952,4590846,4173502,2663163,1354098,1309065
I,1.0,백화점,당시즌의류,진바지,DP,15606362,14361282,13055674,8285172,3817281,4467891
I,1.0,백화점,당시즌의류,패딩,PD,6142741,5994050,5449146,3503140,1752468,1750672
I,1.0,백화점,당시즌의류,팬츠,PT,31446136,28768763,26153351,16611964,8476998,8134966
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,4698811,4293931,3903590,2472511,1310901,1161610
I,1.0,백화점,당시즌의류,후드티,HD,17373849,16191693,14719749,9372363,4939712,4432651
I,1.0,백화점,차시즌의류,맨투맨,MT,38482279,36036193,32760164,20839825,9722695,11117130
I,1.0,백화점,차시즌의류,맨투맨셋트,S2,131724459,124275660,112977786,72111179,33185464,38925715
I,1.0,백화점,차시즌의류,반팔카라티셔츠,TS,569846,550851,500773,317216,142213,175003
I,1.0,백화점,차시즌의류,방풍자켓,WJ,1727244,1653679,1503341,956048,393164,562884
I,1.0,백화점,차시즌의류,우븐셔츠,WS,511895,511895,465359,297830,107182,190648
I,1.0,백화점,차시즌의류,우븐팬츠,WP,4970856,4715166,4286502,2715026,1236700,1478326
I,1.0,백화점,차시즌의류,점퍼,JP,95911117,90245243,82041117,52326579,22859858,29466721
I,1.0,백화점,차시즌의류,진바지,DP,8082470,7680326,6982103,4450225,2130192,2320033
I,1.0,백화점,차시즌의류,팬츠,PT,15585436,14595321,13268503,8439850,3691190,4748660
I,1.0,백화점,차시즌의류,폴로 티셔츠,PQ,859597,830944,755403,483329,195758,287571
I,1.0,백화점,차시즌의류,후드티,HD,18608515,17318394,15743991,10014570,4501641,5512929
I,2.0,면세점,Acc_etc,기타,ET,286532,286532,260484,156289,83684,72605
I,2.0,면세점,Acc_etc,머플러(스카프),MF,4182087,4182087,3801890,2281127,876583,1404544
I,2.0,면세점,Acc_etc,양말,SO,3719127,3719160,3381038,2028600,862873,1165727
I,2.0,면세점,Acc_etc,장갑,GL,78877,78877,71706,43023,14430,28593
I,2.0,면세점,Bag,백팩,BK,29823525,28272386,25702172,15421306,6958169,8463137
I,2.0,면세점,Bag,보조가방,UB,394385,394385,358528,215117,97864,117253
I,2.0,면세점,Bag,슬링백,SG,381507,381507,346823,208095,83685,124410
I,2.0,면세점,Bag,크로스백,CR,562537326,562536682,511396933,306836113,142098054,164738059
I,2.0,면세점,Headwear,방한모,WM,9594009,9494045,8630943,5178553,1839117,3339436
I,2.0,면세점,Headwear,비니,BN,43681717,43681701,39710509,23826271,9369303,14456968
I,2.0,면세점,Headwear,와이어캡,WR,2287431,2287431,2079461,1247677,436727,810950
I,2.0,면세점,Headwear,운동모,CP,126576532,126576677,115069270,69041464,26753247,42288217
I,2.0,면세점,Headwear,햇,HT,170632,170632,155120,93072,29902,63170
I,2.0,면세점,Shoes,런닝화,RN,19893082,19893082,18084558,10850712,4855039,5995673
I,2.0,면세점,Shoes,방한화,WB,4140234,4140234,3763830,2258288,957543,1300745
I,2.0,면세점,Shoes,스니커즈,SX,24273165,24273149,22066410,13239829,5175039,8064790
I,2.0,면세점,Shoes,신발,SH,17560578,17560578,15964132,9578467,3978589,5599878
I,2.0,면세점,과시즌의류,반팔카라티셔츠,TS,53121,37185,33804,20283,11840,8443
I,2.0,면세점,과시즌의류,베이비,BV,664820,664820,604389,362631,200415,162216
I,2.0,면세점,당시즌의류,다운베스트,DV,671259,671259,610232,366140,185681,180459
I,2.0,면세점,당시즌의류,다운점퍼,DJ,174396873,174396857,158542612,95125562,45092030,50033532
I,2.0,면세점,당시즌의류,맨투맨,MT,17977499,17977499,16343192,9805865,5081063,4724802
I,2.0,면세점,당시즌의류,맨투맨셋트,S2,13183714,13183714,11985213,7191141,3594434,3596707
I,2.0,면세점,당시즌의류,반팔카라티셔츠,TS,189949,189949,172683,103609,57485,46124
I,2.0,면세점,당시즌의류,우븐팬츠,WP,6521029,6521029,5928161,3556898,1680293,1876605
I,2.0,면세점,당시즌의류,진바지,DP,701844,701844,638034,382820,162364,220456
I,2.0,면세점,당시즌의류,패딩,PD,1791633,1791633,1628752,977251,511134,466117
I,2.0,면세점,당시즌의류,팬츠,PT,3301563,3301563,3001420,1800847,916213,884634
I,2.0,면세점,당시즌의류,폴라폴리스점퍼,FD,3132541,3132541,2847750,1708654,873934,834720
I,2.0,면세점,당시즌의류,후드티,HD,5147926,5147926,4679922,2807952,1447767,1360185
I,2.0,면세점,차시즌의류,맨투맨,MT,25515879,25515847,23196146,13917652,6135399,7782253
I,2.0,면세점,차시즌의류,맨투맨셋트,S2,24823694,24823694,22567048,13540204,6112730,7427474
I,2.0,면세점,차시즌의류,방풍자켓,WJ,479700,479700,436093,261656,100632,161024
I,2.0,면세점,차시즌의류,우븐셔츠,WS,255948,255948,232679,139607,53591,86016
I,2.0,면세점,차시즌의류,점퍼,JP,21491546,21491546,19537717,11722614,5191471,6531143
I,2.0,면세점,차시즌의류,진바지,DP,1020571,1020571,927786,556671,292299,264372
