브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,9093244,8654062,7867333,5009375,2600962,2408413
I,1.0,백화점,Acc_etc,머플러(스카프),MF,10148985,9572371,8702190,5537332,1963174,3574158
I,1.0,백화점,Acc_etc,양말,SO,10606419,9973671,9066916,5782676,2590565,3192111
I,1.0,백화점,Acc_etc,장갑,GL,17465788,16612465,15102218,9576521,4267194,5309327
I,1.0,백화점,Bag,가방,BG,1811793,1712753,1557072,985736,456197,529539
I,1.0,백화점,Bag,백팩,BK,359097840,309081007,280983272,178977904,80905499,98072405
I,1.0,백화점,Bag,보조가방,UB,7808251,7367448,6697675,4269485,1937600,2331885
I,1.0,백화점,Bag,슬링백,SG,6135724,5750962,5228144,3431759,1345925,2085834
I,1.0,백화점,Bag,크로스백,CR,431449028,419210389,381100282,241125570,108875056,132250514
I,1.0,백화점,Bag,힙색,HS,395032,369041,335491,214010,77614,136396
I,1.0,백화점,Headwear,방한모,WM,81185184,76642124,69674446,44422317,16097357,28324960
I,1.0,백화점,Headwear,비니,BN,90463758,85992072,78174746,49661392,20149916,29511476
I,1.0,백화점,Headwear,와이어캡,WR,524924,506338,460309,291606,103529,188077
I,1.0,백화점,Headwear,운동모,CP,67432700,63696644,57905997,36900805,14622680,22278125
I,1.0,백화점,Headwear,햇,HT,1106091,1000744,909766,573155,244786,328369
I,1.0,백화점,Shoes,런닝화,RN,45822419,43252713,39320697,25117792,11135780,13982012
I,1.0,백화점,Shoes,방한화,WB,503114600,475332347,432119867,275820916,124055927,151764989
I,1.0,백화점,Shoes,스니커즈,SX,15967343,15110752,13737056,8768943,3705032,5063911
I,1.0,백화점,Shoes,신발,SH,67906739,63431129,57664601,36644927,15924934,20719993
I,1.0,백화점,과시즌의류,다운점퍼,DJ,26824708,13463534,12239590,7710225,4475718,3234507
I,1.0,백화점,과시즌의류,맨투맨,MT,869071,434536,395030,248864,146269,102595
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,772657,741175,673795,427973,179852,248121
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,133909,-65642,-59651,-37580,-6709,-30871
I,1.0,백화점,과시즌의류,베이비,BV,1343110,1300139,1181941,750900,404891,346009
