브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,6790600,6462630,5875121,3740872,1942331,1798541
I,1.0,백화점,Acc_etc,머플러(스카프),MF,7579000,7148400,6498571,4135137,1466048,2669089
I,1.0,백화점,Acc_etc,양말,SO,7920600,7448080,6770939,4318353,1934567,2383786
I,1.0,백화점,Acc_etc,장갑,GL,13043000,12405760,11277947,7151499,3186630,3964869
I,1.0,백화점,Bag,가방,BG,1353000,1279040,1162781,736122,340676,395446
I,1.0,백화점,Bag,백팩,BK,268165000,230813720,209831056,133656080,60418139,73237941
I,1.0,백화점,Bag,보조가방,UB,5831000,5501820,5001651,3188341,1446950,1741391
I,1.0,백화점,Bag,슬링백,SG,4582000,4294670,3904243,2562749,1005102,1557647
I,1.0,백화점,Bag,크로스백,CR,322195000,313055500,284595856,180066353,81305082,98761271
I,1.0,백화점,Bag,힙색,HS,295000,275590,250536,159817,57960,101857
I,1.0,백화점,Headwear,방한모,WM,60627000,57234360,52031078,33173440,12021091,21152349
I,1.0,백화점,Headwear,비니,BN,67556000,64216660,58378883,37085846,15047437,22038409
I,1.0,백화점,Headwear,와이어캡,WR,392000,378120,343747,217764,77313,140451
I,1.0,백화점,Headwear,운동모,CP,50357000,47567010,43242704,27556569,10919840,16636729
I,1.0,백화점,Headwear,햇,HT,826000,747330,679390,428017,182800,245217
I,1.0,백화점,Shoes,런닝화,RN,34219000,32300010,29363682,18757319,8315913,10441406
I,1.0,백화점,Shoes,방한화,WB,375713000,354965930,322695965,205975942,92641765,113334177
I,1.0,백화점,Shoes,스니커즈,SX,11924000,11284320,10258479,6548420,2766822,3781598
I,1.0,백화점,Shoes,신발,SH,50711000,47368730,43062436,27365486,11892330,15473156
I,1.0,백화점,과시즌의류,다운점퍼,DJ,20032000,10054220,9140210,5757797,3342351,2415446
I,1.0,백화점,과시즌의류,맨투맨,MT,649000,324500,294998,185845,109230,76615
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,577000,553490,503173,319599,134309,185290
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,100000,-49020,-44546,-28064,-5010,-23054
