브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,9449296,9038526,8216847,5235507,2708059,2527448
I,1.0,백화점,Acc_etc,머플러(스카프),MF,12106916,11404302,10367600,6601241,2366427,4234814
I,1.0,백화점,Acc_etc,양말,SO,10394048,9813723,8921477,5688032,2556760,3131272
I,1.0,백화점,Acc_etc,장갑,GL,21983249,20953797,19048882,12074874,5378441,6696433
I,1.0,백화점,Bag,가방,BG,1103490,1046152,951047,604050,277847,326203
I,1.0,백화점,Bag,백팩,BK,272451840,236645089,215132403,137149388,61338746,75810642
I,1.0,백화점,Bag,보조가방,UB,6168528,5824381,5294902,3371179,1530698,1840481
I,1.0,백화점,Bag,슬링백,SG,6681916,6293767,5721607,3752857,1465735,2287122
I,1.0,백화점,Bag,크로스백,CR,621935533,604648214,549680109,347648172,157390090,190258082
I,1.0,백화점,Bag,힙색,HS,348160,327959,298143,187831,68405,119426
I,1.0,백화점,Headwear,방한모,WM,92075508,86997350,79088252,50385077,18235929,32149148
I,1.0,백화점,Headwear,비니,BN,96845495,92348685,83953523,53316562,21631216,31685346
I,1.0,백화점,Headwear,와이어캡,WR,578299,560301,509368,323269,114057,209212
I,1.0,백화점,Headwear,운동모,CP,69053680,65289246,59353788,37838391,15072479,22765912
I,1.0,백화점,Headwear,햇,HT,1624746,1470002,1336364,841912,359569,482343
I,1.0,백화점,Shoes,런닝화,RN,44582170,42531331,38664903,24717341,10808187,13909154
I,1.0,백화점,Shoes,방한화,WB,629313769,595815358,541649662,345666411,155979769,189686642
I,1.0,백화점,Shoes,스니커즈,SX,12773731,12177846,11070785,7053822,3089811,3964011
I,1.0,백화점,Shoes,신발,SH,65611421,61731976,56119890,35647071,15441777,20205294
I,1.0,백화점,과시즌의류,다운점퍼,DJ,29992893,15071626,13701500,8630882,5004995,3625887
I,1.0,백화점,과시즌의류,맨투맨,MT,1044480,522240,474760,299093,175791,123302
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,649112,627081,570073,362004,152699,209305
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,196701,-96423,-87622,-55202,-9855,-45347
I,1.0,백화점,과시즌의류,베이비,BV,1624746,1588081,1443705,916825,489792,427033
I,1.0,백화점,과시즌의류,스윔웨어,SW,-332424,-332424,-302203,-190388,-96820,-93568
I,1.0,백화점,과시즌의류,우븐반바지,SM,289150,231320,210289,132484,62675,69809
I,1.0,백화점,당시즌의류,다운베스트,DV,32669987,29437214,26761102,16959181,9045350,7913831
I,1.0,백화점,당시즌의류,다운점퍼,DJ,991630203,938594121,853267183,542835856,253565879,289269977
I,1.0,백화점,당시즌의류,레깅스,LG,2175508,2084278,1894794,1204974,619493,585481
I,1.0,백화점,당시즌의류,맨투맨,MT,165358249,155484414,141349258,90018713,46008927,44009786
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,236980838,223946065,203587236,129562033,65486412,64075621
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,4120876,3813413,3466707,2189190,1173899,1015291
I,1.0,백화점,당시즌의류,반팔티 & 스웨트팬츠,S1,4691307,4317438,3924942,2497097,1317697,1179400
I,1.0,백화점,당시즌의류,방풍자켓,WJ,273414,141959,129057,81306,70440,10866
I,1.0,백화점,당시즌의류,스커트,SK,175063,175063,159148,100264,49272,50992
I,1.0,백화점,당시즌의류,우븐팬츠,WP,118763832,111237088,101124650,64312891,30910928,33401963
I,1.0,백화점,당시즌의류,점퍼,JP,13780838,13042266,11856603,7521379,3512837,4008542
I,1.0,백화점,당시즌의류,진바지,DP,34766815,32552793,29593406,18804014,8512763,10291251
I,1.0,백화점,당시즌의류,패딩,PD,10633629,10196030,9269116,5863440,3033673,2829767
I,1.0,백화점,당시즌의류,팬츠,PT,86323985,81481277,74073874,47256323,23681681,23574642
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,7928997,7410515,6736821,4309722,2212076,2097646
I,1.0,백화점,당시즌의류,후드티,HD,37436041,35128055,31934556,20307181,10651630,9655551
I,2.0,면세점,Acc_etc,기타,ET,875317,875317,795742,477441,255642,221799
I,2.0,면세점,Acc_etc,머플러(스카프),MF,8487627,8487666,7716049,4629610,1864019,2765591
I,2.0,면세점,Acc_etc,양말,SO,1934156,1934156,1758327,1054985,461961,593024
I,2.0,면세점,Acc_etc,장갑,GL,192766,192766,175240,105144,35264,69880
I,2.0,면세점,Bag,백팩,BK,224397906,223794822,203449849,122069890,52899521,69170369
I,2.0,면세점,Bag,크로스백,CR,406094099,406093883,369176219,221504737,90399192,131105545
I,2.0,면세점,Headwear,방한모,WM,26780774,26536472,24124072,14474400,5323687,9150713
I,2.0,면세점,Headwear,비니,BN,77549175,77549195,70498919,42299276,17388754,24910522
I,2.0,면세점,Headwear,와이어캡,WR,2120431,2120431,1927645,1156587,418211,738376
I,2.0,면세점,Headwear,운동모,CP,57292957,57273464,52066520,31239851,12137312,19102539
I,2.0,면세점,Headwear,햇,HT,928426,928426,844034,506417,205467,300950
I,2.0,면세점,Shoes,런닝화,RN,12329188,12329188,11208321,6724990,2961991,3762999
I,2.0,면세점,Shoes,방한화,WB,12929124,12929124,11753701,7052183,3119086,3933097
I,2.0,면세점,Shoes,스니커즈,SX,5135850,5135850,4668940,2801359,1103899,1697460
I,2.0,면세점,Shoes,신발,SH,15033820,15033820,13667094,8200249,3542041,4658208
I,2.0,면세점,과시즌의류,베이비,BV,232107,232107,211009,126604,69970,56634
I,2.0,면세점,당시즌의류,다운베스트,DV,3827792,3827792,3479793,2087881,1058823,1029058
I,2.0,면세점,당시즌의류,다운점퍼,DJ,169750571,169750571,154318639,92591182,43508590,49082592
I,2.0,면세점,당시즌의류,레깅스,LG,155393,155393,141266,84760,44250,40510
I,2.0,면세점,당시즌의류,맨투맨,MT,32347398,32347418,29406746,17643947,9079367,8564580
I,2.0,면세점,당시즌의류,맨투맨셋트,S2,25893655,25893655,23539740,14123868,6976121,7147747
I,2.0,면세점,당시즌의류,반팔카라티셔츠,TS,232107,232107,211009,126604,70242,56362
I,2.0,면세점,당시즌의류,반팔티 & 스웨트팬츠,S1,0,0,0,0,0,0
