브랜드,유통채널,채널명,아이템_중분류,아이템_소분류,아이템코드,합계 : 판매금액(TAG가),합계 : 실판매액,합계 : 실판매액(V-),합계 : 출고매출액(V-) Actual,매출원가(평가감환입반영),매출총이익
I,1.0,백화점,Acc_etc,기타,ET,3082900,2881820,2619833,1657118,879470,777648
I,1.0,백화점,Acc_etc,머플러(스카프),MF,2309000,2058230,1871123,1188510,472565,715945
I,1.0,백화점,Acc_etc,양말,SO,6976700,6523710,5930634,3784489,1658172,2126317
I,1.0,백화점,Acc_etc,장갑,GL,4357000,4144060,3767334,2395898,1059831,1336067
I,1.0,백화점,Bag,가방,BG,1914000,1829190,1662886,1054613,481934,572679
I,1.0,백화점,Bag,백팩,BK,650306000,539985180,490896266,312871481,147485778,165385703
I,1.0,백화점,Bag,보조가방,UB,12495000,11624950,10568147,6744069,3100622,3643447
I,1.0,백화점,Bag,슬링백,SG,553000,527200,479272,319105,121303,197802
I,1.0,백화점,Bag,크로스백,CR,1030294000,997253080,906593834,573052864,280219449,292833415
I,1.0,백화점,Bag,힙색,HS,708000,651510,592280,373621,139107,234514
I,1.0,백화점,Headwear,방한모,WM,31857000,30287330,27533901,17538214,6175415,11362799
I,1.0,백화점,Headwear,비니,BN,45841000,43033090,39120935,24872380,10031695,14840685
I,1.0,백화점,Headwear,와이어캡,WR,833000,804100,731007,462895,160448,302447
I,1.0,백화점,Headwear,운동모,CP,72527000,68797610,62543023,39860007,15502375,24357632
I,1.0,백화점,Headwear,햇,HT,760000,726400,660359,416026,144208,271818
I,1.0,백화점,Shoes,런닝화,RN,73618000,69745480,63404877,40461662,17911088,22550574
I,1.0,백화점,Shoes,방한화,WB,58086000,53656750,48778753,31075695,13812694,17263001
I,1.0,백화점,Shoes,스니커즈,SX,23238000,21430000,19481835,12383205,5188715,7194490
I,1.0,백화점,Shoes,신발,SH,57125000,53718340,48834876,31132397,13242425,17889972
I,1.0,백화점,과시즌의류,다운점퍼,DJ,2790000,1395000,1268180,798956,430752,368204
I,1.0,백화점,과시즌의류,맨투맨,MT,944000,472000,429088,270320,146865,123455
I,1.0,백화점,과시즌의류,맨투맨셋트,S2,0,0,0,0,0,0
I,1.0,백화점,과시즌의류,반바지,SP,59000,29500,26818,16895,13864,3031
I,1.0,백화점,과시즌의류,반팔카라티셔츠,TS,1617000,1501560,1365057,863529,380396,483133
I,1.0,백화점,과시즌의류,반팔티 & 스웨트팬츠,S1,596000,297980,270908,170672,91828,78844
I,1.0,백화점,과시즌의류,베이비,BV,2183000,2106260,1914777,1253769,658082,595687
I,1.0,백화점,당시즌의류,다운베스트,DV,10671000,9902410,9002184,5700457,2922304,2778153
I,1.0,백화점,당시즌의류,다운점퍼,DJ,329632000,301598600,274180486,174463441,84567575,89895866
I,1.0,백화점,당시즌의류,레깅스,LG,1185000,1025700,932452,592265,337438,254827
I,1.0,백화점,당시즌의류,맨투맨,MT,49371000,45574670,41431425,26303007,13775421,12527586
I,1.0,백화점,당시즌의류,맨투맨셋트,S2,80228000,74954020,68139976,43387615,22130213,21257402
I,1.0,백화점,당시즌의류,반팔카라티셔츠,TS,1346000,1234420,1122198,710174,363471,346703
I,1.0,백화점,당시즌의류,우븐팬츠,WP,33301000,30626120,27841898,17743646,8711475,9032171
I,1.0,백화점,당시즌의류,점퍼,JP,4063000,3690120,3354657,2141740,1083969,1057771
I,1.0,백화점,당시즌의류,진바지,DP,12094000,11100140,10091001,6401712,2957222,3444490
I,1.0,백화점,당시즌의류,패딩,PD,4929000,4810730,4373400,2802901,1406198,1396703
I,1.0,백화점,당시즌의류,팬츠,PT,22964000,21000360,19091188,12128793,6136386,5992407
I,1.0,백화점,당시즌의류,폴라폴리스점퍼,FD,4170000,3821180,3473810,2201531,1163370,1038161
I,1.0,백화점,당시즌의류,후드티,HD,13031000,12153930,11049033,7028735,3698086,3330649
I,1.0,백화점,차시즌의류,맨투맨,MT,38312000,36164740,32877037,20914673,9737281,11177392
I,1.0,백화점,차시즌의류,맨투맨셋트,S2,130163000,123023570,111839473,71385627,32769224,38616403
I,1.0,백화점,차시즌의류,반팔카라티셔츠,TS,2804000,2703370,2457611,1558273,698508,859765
I,1.0,백화점,차시즌의류,방풍자켓,WJ,2850000,2724900,2477180,1577382,641931,935451
I,1.0,백화점,차시즌의류,스커트,SK,316000,300200,272908,174198,76518,97680
I,1.0,백화점,차시즌의류,우븐셔츠,WS,954000,922200,838364,537709,199754,337955
I,1.0,백화점,차시즌의류,우븐팬츠,WP,6037000,5685160,5168318,3283293,1508919,1774374
I,1.0,백화점,차시즌의류,점퍼,JP,104660000,95540020,86854576,55634783,24779644,30855139
I,1.0,백화점,차시즌의류,진바지,DP,13725000,13067790,11879799,7542950,3643147,3899803
I,1.0,백화점,차시즌의류,팬츠,PT,13930000,13113350,11921234,7579679,3343207,4236472
